"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","mismatch_type","k_rows","k_valid","invalid_rows","double_zero_rows","all_events_rows","sparse_rows","any_zero_rows","event_rate","log_or","rd","or_sig","rd_sig","direction_match"
"CD015014_pub2_data","9::overall",9,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission): sensitivity analysis by risk of bias","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.0864724504657989,TRUE,FALSE,TRUE
"CD015014_pub2_data","10::overall",10,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission): sensitivity analysis by timing of effect","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.0864724504657989,TRUE,FALSE,TRUE
"CD015014_pub2_data","24::overall",24,"","Adherence to clinical guideline-recommended care (proportion of residents with adequate antipsychotic therapy)","significance_only",2,2,0,0,0,2,2,0.0882,1.97657465198053,0.155828588552592,FALSE,TRUE,TRUE
"CD015014_pub2_data","25::overall",25,"","Adherence to clinical guideline-recommended care (proportion of residents with adequate antipsychotic therapy, two arms combined)","significance_only",2,2,0,0,0,2,2,0.1154,1.313035113194,0.155828588552592,FALSE,TRUE,TRUE
"CD015014_pub2_data","35::overall",35,"","Any hospital admission (proportion of residents with at least one hospital admission)","significance_only",13,13,0,0,0,2,1,0.2739,-0.280637871204549,-0.0445871948021004,TRUE,FALSE,TRUE
"CD015014_pub2_data","36::overall",36,"","Any hospital admission (proportion of residents with at least one hospital admission): sensitivity analysis by risk of bias","significance_only",13,13,0,0,0,2,1,0.2739,-0.280637871204549,-0.0445871948021004,TRUE,FALSE,TRUE
"CD015014_pub2_data","37::overall",37,"","Any hospital admission (proportion of residents with at least one hospital admission): sensitivity by timing of effect","significance_only",13,13,0,0,0,2,1,0.2739,-0.280637871204549,-0.0445871948021004,TRUE,FALSE,TRUE
"CD015033_pub2_data","3::overall",3,"","All-cause mortality. Worst-best case scenario sensitivity analysis","significance_only",13,13,0,10,0,10,13,0.0204,0.994697795647324,0.112758668342098,FALSE,TRUE,TRUE
"CD015033_pub2_data","13::overall",13,"","Non-serious averse events. Worst-best case scenario sensitivity analysis","direction_only",3,3,0,0,0,0,0,0.6658,0.022012943456982,-0.0214348258234762,FALSE,FALSE,FALSE
"CD015033_pub2_data","21::overall",21,"","Imaging response. Proportion of participants without a normal ultrasound (range from 5 months to 12 months)","significance_only",4,4,0,0,0,0,0,0.6797,-0.680001069715577,-0.113109355099222,FALSE,TRUE,TRUE
"CD015038_pub2_data","15::overall",15,"","Negative appendectomy rate (normal histology)","significance_only",5,5,0,0,0,2,2,0.058,1.34792045462569,0.0215037217865526,TRUE,FALSE,TRUE
"CD015046_pub2_data","1::overall",1,"","Adverse events&nbsp;","direction_only",4,3,1,0,0,1,1,0.5306,-0.296739517198805,0.0084456800101387,FALSE,FALSE,FALSE
"CD015084_pub2_data","6::overall",6,"","Withdrawals due to adverse events","significance_only",6,6,0,0,0,2,1,0.2089,0.557284801462005,0.112478802484153,FALSE,TRUE,TRUE
"CD015087_pub2_data","1::overall",1,"","Adverse events","significance_only",18,13,5,4,0,9,9,0.1477,-0.561625473117096,-0.0857054923835867,FALSE,TRUE,TRUE
"CD015087_pub2_data","15::overall",15,"","Nausea and/or vomiting","significance_only",5,5,0,2,0,2,3,0.1379,-1.12798916991363,-0.223266964784644,FALSE,TRUE,TRUE
"CD015123_pub2_data","1::overall",1,"","Number of participants with at least one SAE","significance_only",3,3,0,0,0,1,1,0.1772,-0.628222290372192,-0.0701757363649636,TRUE,FALSE,TRUE
"CD015134_pub2_data","3::overall",3,"","Stillbirth","direction_only",5,5,0,1,0,3,3,0.0035,-0.127836740104723,0.000114466798997551,FALSE,FALSE,FALSE
"CD015140_pub2_data","14::overall",14,"","Risk of brain relapse","direction_only",3,3,0,0,0,0,1,0.1037,-0.309483974291088,0.0143296029172146,FALSE,FALSE,FALSE
"CD015160_pub2_data","2::overall",2,"","Mortality (defined as all-cause mortality) within 30 days of repair","significance_only",11,11,0,8,0,8,9,0.0325,0.386525190813118,0.050721230182964,FALSE,TRUE,TRUE
"CD015160_pub2_data","3::overall",3,"","Surgical site infections (as defined by the included studies) within 90 days of repair","significance_only",6,6,0,4,0,5,5,0.0238,0.534405778482268,0.0587574497410464,FALSE,TRUE,TRUE
"CD015192_pub2_data","2::overall",2,"","All-cause mortality","direction_only",8,8,0,1,0,3,3,0.0337,-0.143948027486377,0.00148062538552923,FALSE,FALSE,FALSE
"CD015213_pub2_data","3::overall",3,"","Recurrence rate","significance_only",27,27,0,3,0,9,12,0.0548,-0.447341708263052,-0.0302726473809539,FALSE,TRUE,TRUE
"CD015213_pub2_data","10::overall",10,"","Length of hospital stay","direction_only",19,19,0,16,0,19,17,0.0029,-0.0621674853528861,0.00850694372934254,FALSE,FALSE,FALSE
"CD015215_pub2_data","5::overall",5,"","Persistence of OME: randomised by child (very short-term)","direction_only",11,8,3,8,3,10,8,0.0111,-0.275249497738547,0.00820761541538713,FALSE,FALSE,FALSE
"CD015215_pub2_data","6::overall",6,"","Persistence of OME: randomised by child (medium-term)","direction_only",10,8,2,6,2,7,8,0.0176,0.166903560038502,-0.0601010619414235,FALSE,FALSE,FALSE
"CD015215_pub2_data","9::overall",9,"","Mean improvement in expressive language, randomised by child (medium-term)","direction_only",7,5,2,4,2,4,4,0.0451,0.00416388189351341,-0.00225645347991477,FALSE,FALSE,FALSE
"CD015215_pub2_data","11::overall",11,"","Presence/persistence of OME, randomised by child, measured by otoscopy (medium-term)","significance_only",5,4,1,1,1,2,1,0.1346,-1.62099848960564,-0.201770290522924,TRUE,FALSE,TRUE
"CD015215_pub2_data","12::overall",12,"","Presence/persistence of OME, randomised by child, measured by tympanometry (medium-term)","significance_only",7,5,2,4,2,4,4,0.1064,-1.34120351476976,-0.211936831697379,TRUE,FALSE,TRUE
"CD015215_pub2_data","18::overall",18,"","Adverse event: segmental atrophy (long-term)","significance_only",4,4,0,1,0,2,2,0.117,1.27140953009332,0.0926014899025425,TRUE,FALSE,TRUE
"CD015219_pub2_data","6::overall",6,"","Need for critical or intensive care (any reason)","direction_only",6,6,0,1,0,2,1,0.0601,0.00116625733592993,-0.000270526529861082,FALSE,FALSE,FALSE
"CD015219_pub2_data","13::overall",13,"","Need for admission to hospital (if ambulatory) - fixed-effect model","direction_only",4,4,0,0,0,1,1,0.091,0.00200743873727421,-0.00497392772109116,FALSE,FALSE,FALSE
"CD015254_pub2_data","6::overall",6,"","Persistence of OME (short-term)","significance_only",10,10,0,0,0,0,0,0.634,-0.461221242177189,-0.0930300291539418,FALSE,TRUE,TRUE
"CD015254_pub2_data","8::overall",8,"","Sensitivity analysis: persistence (short-term) assuming ICC of 1.0 (complete correlation between ears) (Puhakka 1985)","significance_only",10,10,0,0,0,0,0,0.728,-0.49834870003128,-0.109851858911439,FALSE,TRUE,TRUE
"CD015254_pub2_data","9::overall",9,"","Sensitivity analysis: persistence (short-term) assuming ICC of zero (no correlation between ears) (Puhakka 1985)","significance_only",10,10,0,0,0,0,0,0.723,-0.498222061911873,-0.10689374409129,FALSE,TRUE,TRUE
"CD015255_pub2_data","7::overall",7,"","Disease-specific quality of life (very short-term - up to 6 weeks)","significance_only",4,4,0,1,0,1,1,0.3219,-0.768272749108542,-0.149056085442196,TRUE,FALSE,TRUE
"CD015255_pub2_data","9::overall",9,"","Persistence of OME (very short-term - up to 6 weeks)","significance_only",8,8,0,0,0,0,0,0.7756,-0.69565164792141,-0.173307898390782,FALSE,TRUE,TRUE
"CD015255_pub2_data","16::overall",16,"","Persistence of OME (medium-term - up to 1 year)","significance_only",2,2,0,0,0,0,0,0.8011,-1.84172334821216,-0.324974092696033,TRUE,FALSE,TRUE
"CD015255_pub2_data","17::overall",17,"","Acute otitis media (very short-term - up to 6 weeks)","direction_only",3,3,0,0,0,2,2,0.058,0.0995637699395986,-0.00352977787709749,FALSE,FALSE,FALSE
"CD015314_pub2_data","1::4",1,"4","Tobacco cessation at longest follow-up","significance_only",3,3,0,0,0,0,0,0.218,0.453539222157308,0.0560768268064003,FALSE,TRUE,TRUE
"CD015331_pub2_data","9::overall",9,"","Mental state - specific: number of participants with clinically important change in positive symptoms (combined time points)","significance_only",2,2,0,0,0,0,0,0.5859,0.815051831721705,0.192494334046052,FALSE,TRUE,TRUE
"CD015331_pub2_data","38::overall",38,"","Global state - number of participants with clinically important change in global state","significance_only",2,2,0,0,0,0,0,0.2929,0.620830987103026,0.127138700300352,FALSE,TRUE,TRUE
"CD015331_pub2_data","45::overall",45,"","Service use - admission to hospital (separated time points)","direction_only",15,15,0,0,0,4,4,0.1886,-0.0680474469707206,0.00166844359634768,FALSE,FALSE,FALSE
"CD015331_pub2_data","49::overall",49,"","Leaving the study early - for any reason - overall acceptability (separated time points)","significance_only",51,51,0,3,0,11,6,0.2183,-0.257802718830493,-0.0264378037879006,TRUE,FALSE,TRUE
"CD015331_pub2_data","66::overall",66,"","Behaviour - occurence of violent incidents","direction_only",2,2,0,0,0,2,1,0.0435,-0.0338514559628889,0.0228327130468416,FALSE,FALSE,FALSE
"CD015332_pub2_data","16::overall",16,"","Mortality - mortality due to natural causes ","significance_only",12,12,0,10,0,12,12,0.0101,-0.531405378455448,-0.0727856569440728,FALSE,TRUE,TRUE
"CD015332_pub2_data","22::overall",22,"","Adverse events - participants with at least 1 adverse event","significance_only",6,6,0,0,0,4,0,0.2645,-0.64611962403296,-0.0413690686687715,TRUE,FALSE,TRUE
"CD015332_pub2_data","32::overall",32,"","Behaviour - violent incidents (separated time points)","direction_only",2,2,0,0,0,2,1,0.0444,0.140151939402547,-0.0177758573731697,FALSE,FALSE,FALSE
"CD015373_pub2_data","11::3",11,"3","Adverse events (total): duration of administration subgroup analysis","significance_only",3,3,0,0,0,1,1,0.314,2.20297778156645,0.305829032058789,FALSE,TRUE,TRUE
"CD015373_pub2_data","23::overall",23,"","Tolerability","significance_only",8,8,0,1,0,8,5,0.0525,0.507094797797082,0.0444705582103977,FALSE,TRUE,TRUE
"CD015387_pub2_data","7::overall",7,"","Thirty-day case fatality","significance_only",7,7,0,1,0,3,2,0.1183,-0.577484010145841,-0.0372488904300244,TRUE,FALSE,TRUE
"CD015387_pub2_data","8::2",8,"2","Thirty-day case fatality: stratified by surgical approach","significance_only",5,5,0,1,0,2,1,0.1131,-0.552291350568688,-0.0500685888589231,TRUE,FALSE,TRUE
"CD015395_pub3_data","1::overall",1,"","All-cause mortality at day 28","significance_only",2,2,0,0,0,0,1,0.01,-1.54030872055674,-0.0109216825837332,FALSE,TRUE,TRUE
"CD015432_pub2_data","3::overall",3,"","Pain intensity - as reported by the child, from 24 hours up to 7 days postintervention","direction_only",14,14,0,12,0,12,12,0.0652,0.0257786799340201,-0.00808088850259824,FALSE,FALSE,FALSE
"CD015443_pub2_data","10::overall",10,"","Mortality","direction_only",15,15,0,0,0,10,5,0.0063,-0.17706483378693,0.00137257406494037,FALSE,FALSE,FALSE
"CD015476_pub2_data","2::overall",2,"","Sessile serrated lesion detection rate","significance_only",7,7,0,0,0,1,1,0.0425,0.505784018742404,0.0133251803054642,TRUE,FALSE,TRUE
"CD015476_pub2_data","12::overall",12,"","Serrated adenoma detection rate excluding studies that included patients with Lynch syndrome","significance_only",6,6,0,0,0,1,1,0.0415,0.543919650202995,0.014622700753988,TRUE,FALSE,TRUE
"CD015514_pub2_data","7::overall",7,"","Adverse events - outer retinal folds","significance_only",3,3,0,0,0,0,0,0.1417,-0.455532384308224,-0.0684735917779343,FALSE,TRUE,TRUE
"CD015514_pub2_data","8::overall",8,"","Adverse events - binocular diplopia and elevated intraocular pressure at 6 months","direction_only",2,2,0,0,0,0,0,0.1431,-0.36446308187539,0.0289248878270497,FALSE,FALSE,FALSE
"CD015524_pub2_data","14::overall",14,"","Analysis 1.14. Outcome 6: Proportion of participants without improvement of steatosis: sensitivity analysis fixed-effect model","direction_only",8,8,0,5,0,5,5,0.2564,0.137845996894391,-0.0160072821975777,FALSE,FALSE,FALSE
"CD015530_pub2_data","1::overall",1,"","Incidence of herpes zoster (up to 21 months after final dose)","significance_only",5,5,0,0,0,1,0,0.0462,-0.579895851608645,-0.0224890992813187,FALSE,TRUE,TRUE
"CD015530_pub2_data","3::overall",3,"","Adverse events of any grade (up to 30 days after final dose)","significance_only",3,3,0,0,0,0,0,0.4138,0.331442106930818,0.0403873211988607,TRUE,FALSE,TRUE
"CD015532_data","9::overall",9,"","Ventilatory problems","significance_only",5,5,0,0,0,0,0,0.464,-0.394085862349389,-0.064135594559835,TRUE,FALSE,TRUE
"CD015532_data","10::overall",10,"","Need for renal replacement therapy","significance_only",6,6,0,0,0,2,2,0.3469,-0.448142302876319,-0.124776338155894,TRUE,FALSE,TRUE
"CD015532_data","14::overall",14,"","ICU length of stay","significance_only",3,3,0,1,0,3,3,0.0216,1.94267577203542,0.0752290303390839,TRUE,FALSE,TRUE
"CD015532_data","15::overall",15,"","Hospital length of stay","direction_only",4,4,0,1,0,3,2,0.0583,0.0771265700461175,-0.0751023800764311,FALSE,FALSE,FALSE
"CD015536_pub2_data","5::overall",5,"","Proportion of people without histological improvement","significance_only",4,4,0,2,0,2,2,0.1316,-1.38020094462444,-0.401465581227486,FALSE,TRUE,TRUE
"CD015536_pub2_data","4::2",4,"2","Proportion of people with serious adverse events (co-interventions)","direction_and_significance",5,5,0,2,0,3,4,0.0286,-1.02871166838152,0.00326950335187534,TRUE,FALSE,FALSE
"CD015551_pub2_data","1::overall",1,"","Incidence of herpes zoster (up to 29.4 months after final dose)","significance_only",5,5,0,0,0,1,0,0.0507,-0.958014004721253,-0.0237351081096693,FALSE,TRUE,TRUE
"CD015573_data","2::overall",2,"","Minor complications of treatment","significance_only",5,5,0,0,0,2,2,0.118,-0.5693509657429,-0.0552033890675948,FALSE,TRUE,TRUE
"CD015584_pub2_data","4::overall",4,"","Providers' ease of placement","significance_only",16,16,0,8,0,8,8,0.0588,0.319588429784621,0.0476797887379232,FALSE,TRUE,TRUE
"CD015584_pub2_data","6::1",6,"1","Placement success","significance_only",12,12,0,0,5,0,0,0.936,0.453093406916401,0.022155885624131,TRUE,FALSE,TRUE
"CD015588_pub2_data","4::overall",4,"","Cardiovascular death (Hazard Ratio)","direction_only",20,17,3,18,3,19,18,5e-04,-0.0824468954815819,0.000188417176645229,FALSE,FALSE,FALSE
"CD015588_pub2_data","20::overall",20,"","3P-MACE","significance_only",10,10,0,0,0,1,1,0.1001,-0.132901728782706,-0.00758106227297121,TRUE,FALSE,TRUE
"CD015588_pub2_data","31::overall",31,"","Doubling of serum creatinine","significance_only",2,2,0,0,0,0,0,0.0458,-0.369066299371323,-0.0189675863612764,TRUE,FALSE,TRUE
"CD015588_pub2_data","42::overall",42,"","Hypoglycaemia","significance_only",18,18,0,3,0,5,4,0.1747,-0.0858587326807483,-0.00493401234836502,TRUE,FALSE,TRUE
"CD015588_pub2_data","44::overall",44,"","Hypoglycaemia requiring third-party assistance","significance_only",17,17,0,7,0,10,10,0.0246,-0.295644408632598,-0.00441414889374466,TRUE,FALSE,TRUE
"CD015673_pub2_data","5::overall",5,"","Number of drinks per drinking day","direction_only",10,10,0,7,0,7,7,0.175,-0.0437516842037922,0.0077241714933864,FALSE,FALSE,FALSE
"CD015673_pub2_data","7::overall",7,"","Serious adverse events","significance_only",4,4,0,2,0,3,3,0.0153,-1.35134865594596,-0.0289242688327286,FALSE,TRUE,TRUE
"CD015698_pub2_data","6::overall",6,"","Intra-abdominal abscess","direction_only",2,2,0,0,0,2,1,0.0231,0.0609131206205213,-0.00716259851715369,FALSE,FALSE,FALSE
"CD015711_pub2_data","2::overall",2,"","Spectacle independence for intermediate vision","significance_only",2,2,0,0,0,0,0,0.9,-1.54348629374014,-0.123866666666667,FALSE,TRUE,TRUE
"CD015711_pub2_data","4::overall",4,"","Frequency of any ocular AE","direction_only",2,2,0,0,0,0,0,0.585,0.15938546957436,-0.0253789473684211,FALSE,FALSE,FALSE
"CD015721_pub2_data","2::overall",2,"","Excellent functional outcome: mRS score < 2 within 90 days","direction_only",6,6,0,0,0,0,0,0.345,0.00984393631437958,-0.00549530266631943,FALSE,FALSE,FALSE
"CD015721_pub2_data","4::overall",4,"","Asymptomatic intracranial haemorrhage within 90 days","significance_only",6,6,0,0,0,0,0,0.2806,0.18067240914421,0.0373177268083985,FALSE,TRUE,TRUE
"CD015746_pub2_data","1::1",1,"1","Acute typhoid fever","significance_only",7,7,0,0,0,2,5,0.0386,-0.913207153581095,-0.00657582437846004,FALSE,TRUE,TRUE
"CD015746_pub2_data","2::1",2,"1","All-cause mortality","significance_only",8,8,0,0,0,0,2,0.006,-0.770597485997211,-0.00041630732757506,FALSE,TRUE,TRUE
"CD015746_pub2_data","3::2",3,"2","Adverse events","direction_only",4,4,0,0,0,3,2,0.0048,-0.0562653624868705,0.000155419891157452,FALSE,FALSE,FALSE
"CD015746_pub2_data","4::2",4,"2","Serious adverse events","significance_only",2,2,0,0,0,2,2,0.0019,0.696814462549679,0.00266666666666667,FALSE,TRUE,TRUE
"CD015746_pub2_data","4::3",4,"3","Serious adverse events","significance_only",5,5,0,0,0,1,1,0.0052,-0.243852797366716,-0.00110971635297258,TRUE,FALSE,TRUE
"CD015779_data","5::overall",5,"","All-cause mortality (latent RHD)","significance_only",3,3,0,0,0,1,1,0.1204,-2.55243161509125,-0.189980523997369,TRUE,FALSE,TRUE
"CD015824_pub2_data","2::2",2,"2","Mortality","direction_only",4,4,0,0,0,3,3,0.0253,-0.164782125823178,0.00518303000828143,FALSE,FALSE,FALSE
"CD015824_pub2_data","3::1",3,"1","Hospitalisation","significance_only",2,2,0,0,0,1,1,0.0596,-1.41028845259548,-0.0627899293513194,TRUE,FALSE,TRUE
"CD015824_pub2_data","6::2",6,"2","Worsening in World Health Organization functional class ","direction_only",5,5,0,0,0,1,1,0.0775,0.0900763675342516,-0.00940653540355075,FALSE,FALSE,FALSE
"CD015824_pub2_data","9::1",9,"1","Withdrawal from the trial","significance_only",3,3,0,0,0,0,0,0.3311,-0.310809096623767,-0.0441846558535474,TRUE,FALSE,TRUE
"CD015849_pub2_data","1::overall",1,"","All-cause death","significance_only",41,41,0,15,0,29,21,0.073,-0.172262845924745,-0.000476660290895169,TRUE,FALSE,TRUE
"CD015849_pub2_data","3::overall",3,"","Cardiovascular death","direction_only",29,28,1,14,1,23,20,0.0443,-0.151799707490308,0.000584909318792432,FALSE,FALSE,FALSE
"CD015849_pub2_data","8::overall",8,"","4-point MACE (Hazard ratio)","direction_only",11,8,3,7,3,10,10,0.0079,-0.0795940690596724,0.00181242281378068,FALSE,FALSE,FALSE
"CD015849_pub2_data","12::overall",12,"","Composite kidney outcome (Hazard ratio)","significance_only",12,9,3,6,3,8,6,0.022,0.719612982655567,0.0412770437155713,TRUE,FALSE,TRUE
"CD015849_pub2_data","14::overall",14,"","Severe hypoglycaemia (Hazard ratio)","significance_only",9,8,1,4,1,5,4,0.0632,0.781339893860187,0.0591367594965234,TRUE,FALSE,TRUE
"CD015849_pub2_data","18::overall",18,"","Myocardial infarction (undefined)","significance_only",3,3,0,1,0,2,2,0.0621,-0.301228858230932,-0.00714010261436958,TRUE,FALSE,TRUE
"CD015849_pub2_data","21::overall",21,"","Nonfatal stroke","significance_only",2,2,0,0,0,0,0,0.0431,-0.438310890658298,-0.0242787863110203,FALSE,TRUE,TRUE
"CD015849_pub2_data","27::overall",27,"","Heart failure","significance_only",2,2,0,0,0,2,2,0.0047,1.1883611858538,0.0076494271155772,FALSE,TRUE,TRUE
"CD015849_pub2_data","41::overall",41,"","Hypoglycaemia","direction_only",3,3,0,0,0,1,0,0.121,0.083974637678506,-0.00234935526565699,FALSE,FALSE,FALSE
"CD015854_data","3::1",3,"1","Improvement in muscle strength (assessed with change in MMT8) (GIV analysis)","significance_only",5,4,1,3,1,3,3,0.2698,1.21698976025534,0.324796328446429,FALSE,TRUE,TRUE
"CD015854_data","5::1",5,"1","Serious adverse event","direction_only",3,3,0,1,0,2,2,0.0741,0.0802872515985147,-0.0474240060021518,FALSE,FALSE,FALSE
"CD015854_data","6::3",6,"3","Serious adverse event","significance_only",3,3,0,1,0,3,2,0.1765,-0.897830719247982,-0.272815533980582,FALSE,TRUE,TRUE
"CD015855_data","4::2",4,"2","Improvement of muscle strength (assessed with change in MMT or other validated muscle score)","significance_only",4,4,0,1,0,1,1,0.504,0.565273591950018,0.120240980030846,TRUE,FALSE,TRUE
"CD015855_data","8::overall",8,"","Withdrawals for either lack of benefit or adverse events","direction_only",3,3,0,1,0,2,2,0.039,-0.0440319935897666,0.0136358205262115,FALSE,FALSE,FALSE
"CD015875_data","10::overall",10,"","Hip circumference (cm) (10 to 19 years)","direction_only",7,2,5,0,0,1,0,0.1733,-0.209872273568972,0.00279805291213443,FALSE,FALSE,FALSE
"CD015932_pub2_data","1::2",1,"2","All-cause mortality","significance_only",3,3,0,0,0,0,2,0.079,-1.07042404221875,-0.0755527225725028,FALSE,TRUE,TRUE
"CD015932_pub2_data","2::2",2,"2","ICU length of stay","significance_only",5,3,2,0,0,0,1,0.0938,-0.558154675344505,-0.0649162761056351,FALSE,TRUE,TRUE
"CD015932_pub2_data","12::5",12,"5","Rate of pulmonary complications - pneumonia","significance_only",3,3,0,0,0,0,0,0.3339,-0.950788080156242,-0.174061107400731,TRUE,FALSE,TRUE
"CD016002_data","1::1",1,"1","Death","significance_only",18,18,0,16,0,18,18,0.0057,-0.428001475166847,-0.0633254317643075,FALSE,TRUE,TRUE
"CD016031_data","11::overall",11,"","Comparison 1: Anterior vs posterior, Outcome 11: Mortality, late (? 24 months, categorical data)","direction_only",9,3,6,0,0,2,1,0.0561,0.123841430176046,-0.00335272259729572,FALSE,FALSE,FALSE
"CD016031_data","13::overall",13,"","Comparison 1: Anterior vs posterior, Outcome 13: Pain, intermediate (4-24 months, categorical data)","direction_only",5,5,0,0,0,2,1,0.1351,0.107611862064577,-0.012237395228161,FALSE,FALSE,FALSE
"CD016031_data","13::5",13,"5","Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","direction_only",2,2,0,0,0,1,1,0.0563,0.318046574520617,-0.00324479242852826,FALSE,FALSE,FALSE
"CD016031_data","15::1",15,"1","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","significance_only",14,14,0,5,0,13,9,0.0178,-0.993725269890321,-0.0189808415672849,TRUE,FALSE,TRUE
"CD016031_data","15::2",15,"2","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","significance_only",6,6,0,2,0,5,4,0.025,0.844091636761621,0.0361177039322057,FALSE,TRUE,TRUE
"CD016031_data","15::3",15,"3","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","direction_only",6,6,0,2,0,5,5,0.0151,-0.105579553615369,0.000454798978164568,FALSE,FALSE,FALSE
"CD016058_pub2_data","3::overall",3,"","Vaping cessation at between 3 & 6 months","significance_only",11,9,2,0,0,1,1,0.3212,0.465586299960372,0.094356089345527,FALSE,TRUE,TRUE
"CD016064_data","5::1",5,"1","Multifactorial interventions (grouped by alignment with QCA theory): Risk of falling sensitivity analyses: excluding trials at high risk of bias","direction_only",13,13,0,9,0,11,11,0.025,-0.0731073313258786,0.0162084790444035,FALSE,FALSE,FALSE
"CD016119_data","3::overall",3,"","Size of fibroid on incidence of haemorrhage","direction_only",6,6,0,0,0,1,1,0.1247,0.0733959709307592,-0.0155752183787889,FALSE,FALSE,FALSE
"CD016119_data","20::overall",20,"","Complications (unspecified)","direction_only",3,3,0,0,0,1,1,0.0272,0.010434506210145,-0.0050059205652473,FALSE,FALSE,FALSE
"CD016120_data","3::overall",3,"","Haemorrhage","direction_only",2,2,0,0,0,1,1,0.065,-0.134262521884646,0.000238235286090741,FALSE,FALSE,FALSE
"CD016131_data","3::overall",3,"","Mortality from illness caused by RSV","direction_and_significance",9,9,0,5,0,9,8,2e-04,-0.0878733196940228,0.044982155106917,FALSE,TRUE,FALSE
"CD016131_data","5::1",5,"1","Serious adverse events (SAEs) related to vaccination","direction_only",4,4,0,0,0,1,1,4e-04,-0.1354563715032,6.55792229365448e-06,FALSE,FALSE,FALSE
"CD016131_data","6::1",6,"1","Any unsolicited adverse events (spontaneously reported/ other adverse events)","significance_only",4,4,0,1,0,1,1,0.1589,0.0946709977754856,0.00789581181229729,TRUE,FALSE,TRUE
"CD016131_data","2::1",2,"1","Medically attended RSV-associated severe lower respiratory tract illness in infants","significance_only",2,2,0,0,0,1,0,0.0057,-1.81644118997276,-0.00986853424070365,TRUE,FALSE,TRUE
"CD016147_data","6::overall",6,"","Adverse effects (abdominal pain)","direction_only",2,2,0,0,0,0,0,0.1694,-0.119236584522769,0.00144951205013027,FALSE,FALSE,FALSE
"CD016148_data","2::overall",2,"","3rd or 4th degree tears","significance_only",15,15,0,1,0,6,5,0.0203,-0.413695006984715,-0.00576643910086291,TRUE,FALSE,TRUE
"CD016168_data","2::overall",2,"","Severe maternal morbidity - ICU admission","significance_only",4,4,0,1,0,2,1,0.0624,0.391963200752807,0.0178211688187387,FALSE,TRUE,TRUE
"CD016168_data","3::overall",3,"","Breastfeeding","significance_only",3,3,0,0,0,0,0,0.6274,-0.335016095371524,-0.0270979603986156,FALSE,TRUE,TRUE
"CD016168_data","5::overall",5,"","Severe maternal morbidity - hysterectomy (non-randomised studies)","significance_only",2,2,0,0,0,0,0,0.0934,1.1234237508771,0.0729233472853018,TRUE,FALSE,TRUE
"CD016168_data","6::overall",6,"","Adverse effects - thromboembolic events","direction_only",3,3,0,1,0,3,3,0.0047,-0.194185066651227,0.00221094291711175,FALSE,FALSE,FALSE
"CD016168_data","11::overall",11,"","Adverse effects - headache up to 24 hours","direction_only",2,2,0,0,0,1,0,0.0567,0.125281026811984,-0.00160838780012609,FALSE,FALSE,FALSE
"CD016211_data","1::overall",1,"","Maternal sepsis","significance_only",4,4,0,0,0,0,0,0.0142,-0.43199609546437,-0.00406252903116841,TRUE,FALSE,TRUE
"CD016211_data","2::2",2,"2","Maternal sepsis: subgroup analysis (polypharmacy vs monopharmacy)","significance_only",4,4,0,0,0,0,0,0.0141,-0.435092759704064,-0.00405764878410204,TRUE,FALSE,TRUE
"CD016278_data","9::overall",9,"","Hysterectomy","direction_only",2,2,0,0,0,1,0,0.0018,-0.20467174973262,0.000439599407720132,FALSE,FALSE,FALSE
"CD016278_data","21::overall",21,"","Vomiting","direction_only",2,2,0,0,0,1,1,0.0488,-0.0361989363682753,0.00573736572417546,FALSE,FALSE,FALSE
