"dataset_name","mismatch_rate","paired_analyses","fix_1","fix_2","fix_3","fix_4","fix_5"
"CD009298_pub3_data",1,3,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","",""
"CD010145_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD012635_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013408_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013445_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013844_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014541_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014594_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014792_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD014964_pub2_data",1,3,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014967_pub2_data",1,3,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015033_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015254_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015332_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015854_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015932_pub2_data",1,3,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD000219_pub5_data",1,2,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD000547_pub3_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD001155_pub3_data",1,2,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD001321_pub7_data",1,2,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD001431_pub6_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD001920_pub4_data",1,2,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD002203_pub5_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD002243_pub5_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD003774_pub5_data",1,2,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD005951_pub5_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006185_pub6_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006742_pub3_data",1,2,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD007310_pub3_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD007639_pub3_data",1,2,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
