"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD002122_pub3_data","2::2","2","2","Pain (4-point verbal rating scale)",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","2::3","2","3","Pain (4-point verbal rating scale)",8,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::4","2","4","Pain (4-point verbal rating scale)",8,1,2,TRUE,TRUE,"RD","double_zero"
"CD002122_pub3_data","2::5","2","5","Pain (4-point verbal rating scale)",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::6","2","6","Pain (4-point verbal rating scale)",6,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::1","3","1","Pain (dichotomous)",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::2","3","2","Pain (dichotomous)",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::3","3","3","Pain (dichotomous)",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","3::4","3","4","Pain (dichotomous)",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","3::5","3","5","Pain (dichotomous)",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::6","3","6","Pain (dichotomous)",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::7","3","7","Pain (dichotomous)",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","4::1","4","1","Assessment of implant (continuous scale)",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","6::1","6","1","Quality of life",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","6::2","6","2","Quality of life",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","6::3","6","3","Quality of life",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::1","7","1","Adverse effects",7,1,6,TRUE,TRUE,"RD","double_zero"
"CD002122_pub3_data","7::2","7","2","Adverse effects",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::3","7","3","Adverse effects",7,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::4","7","4","Adverse effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::5","7","5","Adverse effects",6,1,2,TRUE,TRUE,"RD","double_zero"
"CD002122_pub3_data","7::6","7","6","Adverse effects",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::7","7","7","Adverse effects",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::8","7","8","Adverse effects",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::9","7","9","Adverse effects",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::10","7","10","Adverse effects",4,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::11","7","11","Adverse effects",9,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::12","7","12","Adverse effects",8,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::13","7","13","Adverse effects",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::14","7","14","Adverse effects",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::15","7","15","Adverse effects",5,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::16","7","16","Adverse effects",3,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::17","7","17","Adverse effects",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","7::18","7","18","Adverse effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","7::19","7","19","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::8","3","8","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::9","3","9","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","3::10","3","10","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","6::5","6","5","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","6::6","6","6","Adverse effects",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","6::7","6","7","Adverse effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","6::10","6","10","Adverse effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","6::11","6","11","Adverse effects",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","6::12","6","12","Adverse effects",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","6::16","6","16","Adverse effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002122_pub3_data","2::7","2","7","Adverse effects",4,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::8","2","8","Adverse effects",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::9","2","9","Adverse effects",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::10","2","10","Adverse effects",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002122_pub3_data","2::11","2","11","Adverse effects",3,1,1,TRUE,TRUE,"RD","double_zero"
"CD002122_pub3_data","2::12","2","12","Adverse effects",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002203_pub5_data","3::overall","3","overall","Number free of pulmonary exacerbation",13,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002203_pub5_data","5::overall","5","overall","Adverse effects of antibiotic treatment",51,1,11,TRUE,TRUE,"RD","double_zero"
"CD002203_pub5_data","6::overall","6","overall","Serious adverse events",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002203_pub5_data","7::overall","7","overall","Admission to hospital",7,3,3,TRUE,TRUE,"RD","double_zero"
"CD002203_pub5_data","9::overall","9","overall","Acquisition of Pseudomonas aeruginosa",4,1,1,TRUE,TRUE,"RD","double_zero"
"CD002203_pub5_data","10::overall","10","overall","Acquisition of Staphylococcal aureus",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002203_pub5_data","11::overall","11","overall","Eradication of Staphylococcal aureus present at baseline",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002203_pub5_data","13::overall","13","overall","Acquisition of meticillin-resistant Staphylococcus aureus (MRSA)",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002203_pub5_data","14::overall","14","overall","Acquisition of Haemophilus influenzae",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002203_pub5_data","16::overall","16","overall","Acquisition of non-tuberculous mycobacterium",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002203_pub5_data","17::overall","17","overall","Need for additional oral antibiotics",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002203_pub5_data","20::overall","20","overall","Need for intravenous antibiotics",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","1::overall","1","overall","28-day all-cause mortality",75,1,5,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","2::1","2","1","28-day all-cause mortality - sensitivity analysis based on methodological quality",54,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","2::2","2","2","28-day all-cause mortality - sensitivity analysis based on methodological quality",55,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","2::3","2","3","28-day all-cause mortality - sensitivity analysis based on methodological quality",46,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","2::4","2","4","28-day all-cause mortality - sensitivity analysis based on methodological quality",25,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","3::1","3","1","28-day all-cause mortality by subgroups based on study drug",29,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","3::2","3","2","28-day all-cause mortality by subgroups based on study drug",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","3::3","3","3","28-day all-cause mortality by subgroups based on study drug",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","3::4","3","4","28-day all-cause mortality by subgroups based on study drug",14,1,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","3::5","3","5","28-day all-cause mortality by subgroups based on study drug",8,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","3::6","3","6","28-day all-cause mortality by subgroups based on study drug",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","4::1","4","1","28-day all-cause mortality by subgroups based on treatment dose/duration",61,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","4::2","4","2","28-day all-cause mortality by subgroups based on treatment dose/duration",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","5::1","5","1","28-day all-cause mortality based on mode of drug administration",43,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","5::2","5","2","28-day all-cause mortality based on mode of drug administration",23,1,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","6::1","6","1","28-day all-cause mortality based on mode of drug termination",43,1,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","6::2","6","2","28-day all-cause mortality based on mode of drug termination",25,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","7::1","7","1","28-day all-cause mortality by subgroups based on age",62,0,2,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","7::2","7","2","28-day all-cause mortality by subgroups based on age",5,1,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","8::1","8","1","28-day all-cause mortality by subgroups based on targeted population",14,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","8::2","8","2","28-day all-cause mortality by subgroups based on targeted population",29,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","8::3","8","3","28-day all-cause mortality by subgroups based on targeted population",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","8::4","8","4","28-day all-cause mortality by subgroups based on targeted population",16,1,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","8::5","8","5","28-day all-cause mortality by subgroups based on targeted population",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","9::1","9","1","28-day mortality in participants with versus without critical illness-related corticosteroid insufficiency",12,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","9::2","9","2","28-day mortality in participants with versus without critical illness-related corticosteroid insufficiency",9,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","10::overall","10","overall","Long-term mortality",15,3,3,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","11::overall","11","overall","Hospital mortality",40,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","12::overall","12","overall","90-day all-cause mortality",13,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","13::overall","13","overall","Intensive care unit mortality",24,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","18::overall","18","overall","Number of participants with shock reversal at day 7",18,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","19::overall","19","overall","Number of participants with shock reversal at 28 days",16,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","21::1","21","1","Number of participants with adverse events",32,7,18,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","21::2","21","2","Number of participants with adverse events",36,3,10,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","21::3","21","3","Number of participants with adverse events",29,2,5,TRUE,TRUE,"RD","double_zero"
"CD002243_pub5_data","21::4","21","4","Number of participants with adverse events",12,0,1,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","21::5","21","5","Number of participants with adverse events",7,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","21::6","21","6","Number of participants with adverse events",10,0,5,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","21::7","21","7","Number of participants with adverse events",8,0,5,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","21::8","21","8","Number of participants with adverse events",14,0,5,TRUE,TRUE,"RD","sparse_events"
"CD002243_pub5_data","3::overall","3","overall","Hospital mortality",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","5::overall","5","overall","Intensive care unit mortality",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","8::overall","8","overall","Number of participants with shock reversal at day 7",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","11::1","11","1","Number of participants with adverse events",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","11::2","11","2","Number of participants with adverse events",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","11::3","11","3","Number of participants with adverse events",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002243_pub5_data","11::4","11","4","Number of participants with adverse events",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002290_pub6_data","1::overall","1","overall","Relapse",88,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002290_pub6_data","2::overall","2","overall","Adverse events",68,9,38,TRUE,TRUE,"RD","double_zero"
"CD002290_pub6_data","3::overall","3","overall","Relapse rate",46,4,21,TRUE,TRUE,"RD","double_zero"
"CD002290_pub6_data","4::overall","4","overall","Infection rate",22,3,7,TRUE,TRUE,"RD","double_zero"
"CD002290_pub6_data","5::overall","5","overall","Adverse events",5,1,1,TRUE,TRUE,"RD","double_zero"
"CD002303_pub4_data","1::overall","1","overall","Reulceration at 6 months",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002303_pub4_data","2::overall","2","overall","Noncompliance ",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002971_pub6_data","1::overall","1","overall","Necrotising enterocolitis",11,1,4,TRUE,TRUE,"RD","double_zero"
"CD002971_pub6_data","2::overall","2","overall","Late-onset invasive infection",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002971_pub6_data","3::overall","3","overall","All-cause mortality",9,0,3,TRUE,TRUE,"RD","sparse_events"
"CD002971_pub6_data","11::overall","11","overall","Cerebral palsy",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002971_pub6_data","14::overall","14","overall","Bayley-III score < 70",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD002971_pub6_data","15::overall","15","overall","Neurodevelopmental disability at 18 months",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003129_pub2_data","1::overall","1","overall","Treatment response",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003129_pub2_data","5::overall","5","overall","Participant global assessment of well-being",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD003129_pub2_data","6::overall","6","overall","Serious adverse events",5,2,5,TRUE,TRUE,"RD","double_zero"
"CD003129_pub2_data","7::overall","7","overall","Withdrawals due to adverse events",5,0,5,TRUE,TRUE,"RD","sparse_events"
"CD003216_pub3_data","1::overall","1","overall","Incidence of pressure ulcers",26,5,10,TRUE,TRUE,"RD","double_zero"
"CD003216_pub3_data","2::overall","2","overall","At least one adverse gastrointestinal effect",15,10,12,TRUE,TRUE,"RD","double_zero"
"CD003216_pub3_data","3::overall","3","overall","PUSH score",9,7,8,TRUE,TRUE,"RD","double_zero"
"CD003216_pub3_data","4::overall","4","overall","At least one adverse gastrointestinal effect",5,2,2,TRUE,TRUE,"RD","double_zero"
"CD003216_pub3_data","6::overall","6","overall","At least one adverse gastrointestinal effects",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD003331_pub6_data","1::overall","1","overall","All-cause mortality up to 12 months' follow-up",36,1,22,TRUE,TRUE,"RD","double_zero"
"CD003331_pub6_data","2::overall","2","overall","All-cause mortality more than 12 months' follow-up",8,0,2,TRUE,TRUE,"RD","sparse_events"
"CD003331_pub6_data","3::overall","3","overall","Hospital admissions (all-cause) up to 12 months' follow-up",24,0,10,TRUE,TRUE,"RD","sparse_events"
"CD003331_pub6_data","4::overall","4","overall","Hospital admissions (all-cause) more than 12 months' follow-up",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003331_pub6_data","5::overall","5","overall","Hospital admissions (heart failure only) up to 12 months' follow-up",10,0,6,TRUE,TRUE,"RD","sparse_events"
"CD003331_pub6_data","6::overall","6","overall","Hospital admissions (heart failure only) more than 12 months' follow-up",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003333_pub4_data","1::overall","1","overall","All-cause mortality",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003333_pub4_data","2::overall","2","overall","Non-fatal cardiovascular events (non-fatal stroke, myocardial infarction, pulmonary embolism, peripheral arterial embolism)",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003333_pub4_data","3::overall","3","overall","Major bleeding events",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD003357_pub5_data","1::overall","1","overall","Live birth rate per woman",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD003357_pub5_data","2::overall","2","overall","Clinical pregnancy rate per woman",9,0,1,TRUE,TRUE,"RD","sparse_events"
"CD003357_pub5_data","3::overall","3","overall","Multiple pregnancy rate per woman",7,0,1,TRUE,TRUE,"RD","sparse_events"
"CD003357_pub5_data","4::overall","4","overall","Miscarriage rate",5,0,2,TRUE,TRUE,"RD","sparse_events"
"CD003357_pub5_data","5::overall","5","overall","Miscarriage rate per woman",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD003376_pub4_data","1::overall","1","overall","Clinical vertebral fractures",98,43,77,TRUE,TRUE,"RD","double_zero"
"CD003376_pub4_data","2::overall","2","overall","Non-vertebral fractures",70,18,33,TRUE,TRUE,"RD","double_zero"
"CD003376_pub4_data","3::overall","3","overall","Hip fractures",32,9,20,TRUE,TRUE,"RD","double_zero"
"CD003376_pub4_data","4::overall","4","overall","Wrist fractures",24,7,14,TRUE,TRUE,"RD","double_zero"
