"key","dataset_name_orig","analysis_key_orig","analysis_number_orig","subgroup_number_orig","analysis_name_orig","k_orig","double_zero_orig","sparse_events_orig","orcc_ok_orig","rd_ok_orig","recommended_method_orig","recommendation_reason_orig","orcc_pooled_effect","orcc_ci_lb","orcc_ci_ub","rd_pooled_effect","rd_ci_lb","rd_ci_ub","dataset_name_fix","analysis_key_fix","analysis_number_fix","subgroup_number_fix","analysis_name_fix","k_fix","double_zero_fix","sparse_events_fix","orcc_ok_fix","rd_ok_fix","recommended_method_fix","recommendation_reason_fix","method_changed"
"CD001396_pub4_data|7::overall","CD001396_pub4_data","7::overall",7,"overall","Tremor",8,0,3,TRUE,TRUE,"RD","sparse_events",1.6825667888851,0.788324717066765,2.57680886070343,0.0513231729201229,0.0233019732678964,0.0793443725723493,"CD001396_pub4_data","7::overall","7","overall","Tremor",8,0,3,TRUE,TRUE,"RD","sparse_events",FALSE
"CD001396_pub4_data|8::overall","CD001396_pub4_data","8::overall",8,"overall","Somnolence/decreased concentration",14,0,2,TRUE,TRUE,"RD","sparse_events",1.18179630046317,0.695734783658641,1.66785781726771,0.0691350506104395,0.0456243419307057,0.0926457592901733,"CD001396_pub4_data","8::overall","8","overall","Somnolence/decreased concentration",14,0,2,TRUE,TRUE,"RD","sparse_events",FALSE
"CD001396_pub4_data|9::overall","CD001396_pub4_data","9::overall",9,"overall","Sweating",16,0,1,TRUE,TRUE,"RD","sparse_events",0.776206369294381,0.307289098549774,1.24512364003899,0.0521782749446118,0.0287304825269211,0.0756260673623024,"CD001396_pub4_data","9::overall","9","overall","Sweating",16,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD001431_pub6_data|1::overall","CD001431_pub6_data","1::overall",1,"overall","Informed values-choice congruence - all studies",437,249,256,TRUE,TRUE,"RD","double_zero",0.0878065725772917,-0.0258150897684627,0.201428234923046,0.0269153465455197,0.00197309647122372,0.0518575966198158,"CD001431_pub6_data","1::overall","1","overall","Informed values-choice congruence - all studies",437,249,256,TRUE,TRUE,"RD","double_zero",FALSE
"CD001431_pub6_data|2::overall","CD001431_pub6_data","2::overall",2,"overall","Informed values-choice congruence - without studies of high risk of bias",377,200,207,TRUE,TRUE,"RD","double_zero",0.201016606357917,0.0846823548055515,0.317350857910283,0.0491238873824722,0.024050696889521,0.0741970778754234,"CD001431_pub6_data","2::overall","2","overall","Informed values-choice congruence - without studies of high risk of bias",377,200,207,TRUE,TRUE,"RD","double_zero",FALSE
"CD001431_pub6_data|3::overall","CD001431_pub6_data","3::overall",3,"overall","Informed values-choice congruence - old vs new studies",353,237,243,TRUE,TRUE,"RD","double_zero",0.194400662129147,0.043781210736963,0.345020113521331,0.0587080704522403,0.0227643880750002,0.0946517528294804,"CD001431_pub6_data","3::overall","3","overall","Informed values-choice congruence - old vs new studies",353,237,243,TRUE,TRUE,"RD","double_zero",FALSE
"CD001431_pub6_data|4::overall","CD001431_pub6_data","4::overall",4,"overall","Informed values-chose congruence - using MMIC",136,61,61,TRUE,TRUE,"RD","double_zero",0.309054893699669,0.128027693073629,0.49008209432571,0.0692998439592606,0.0319881999826204,0.106611487935901,"CD001431_pub6_data","4::overall","4","overall","Informed values-chose congruence - using MMIC",136,61,61,TRUE,TRUE,"RD","double_zero",FALSE
"CD001431_pub6_data|5::overall","CD001431_pub6_data","5::overall",5,"overall","Informed values-chose congruence - using non-MMIC measures",116,49,50,TRUE,TRUE,"RD","double_zero",0.111183721662518,-0.0184700313057273,0.240837474630764,0.0214160381232183,-0.00440009810472736,0.047232174351164,"CD001431_pub6_data","5::overall","5","overall","Informed values-chose congruence - using non-MMIC measures",116,49,50,TRUE,TRUE,"RD","double_zero",FALSE
"CD001431_pub6_data|6::overall","CD001431_pub6_data","6::overall",6,"overall","Unclear values - old vs new studies",60,56,56,TRUE,TRUE,"RD","double_zero",0.276397250757166,-0.101517737401048,0.65431223891538,0.0757616451729043,0.0152461086930892,0.136277181652719,"CD001431_pub6_data","6::overall","6","overall","Unclear values - old vs new studies",60,56,56,TRUE,TRUE,"RD","double_zero",FALSE
"CD001533_pub7_data|1::overall","CD001533_pub7_data","1::overall",1,"overall","Number with frequent relapses by 12 to 24 months",43,5,6,TRUE,TRUE,"RD","double_zero",-0.498206048195156,-0.762766384774542,-0.23364571161577,-0.11421185623079,-0.173335579014923,-0.0550881334466565,"CD001533_pub7_data","1::overall","1","overall","Number with frequent relapses by 12 to 24 months",43,5,6,TRUE,TRUE,"RD","double_zero",FALSE
"CD001533_pub7_data|2::overall","CD001533_pub7_data","2::overall",2,"overall","Number relapsing by 12 to 24 months",47,6,11,TRUE,TRUE,"RD","double_zero",-0.607553837007867,-0.893271338441094,-0.321836335574641,-0.109793055789911,-0.162831028639316,-0.0567550829405073,"CD001533_pub7_data","2::overall","2","overall","Number relapsing by 12 to 24 months",47,6,11,TRUE,TRUE,"RD","double_zero",FALSE
"CD001533_pub7_data|3::overall","CD001533_pub7_data","3::overall",3,"overall","Number with frequent relapses by 12 to 24 months: stratified by risk of selection bias",30,7,12,TRUE,TRUE,"RD","double_zero",-0.292176775972899,-0.57741413980836,-0.00693941213743826,-0.0430193337937664,-0.0847891576273621,-0.00124950996017077,"CD001533_pub7_data","3::overall","3","overall","Number with frequent relapses by 12 to 24 months: stratified by risk of selection bias",30,7,12,TRUE,TRUE,"RD","double_zero",FALSE
"CD001533_pub7_data|4::overall","CD001533_pub7_data","4::overall",4,"overall","Number relapsing by 12 to 24 months: stratified by risk of selection bias",27,7,7,TRUE,TRUE,"RD","double_zero",-0.812618899218968,-1.17652529977199,-0.448712498665945,-0.186604161819847,-0.267744377579874,-0.105463946059821,"CD001533_pub7_data","4::overall","4","overall","Number relapsing by 12 to 24 months: stratified by risk of selection bias",27,7,7,TRUE,TRUE,"RD","double_zero",FALSE
"CD001533_pub7_data|5::overall","CD001533_pub7_data","5::overall",5,"overall","Adverse events",68,13,24,TRUE,TRUE,"RD","double_zero",-0.143703666942665,-0.332040565982162,0.0446332320968329,-0.0122336695618513,-0.0346912741687444,0.0102239350450418,"CD001533_pub7_data","5::overall","5","overall","Adverse events",68,13,24,TRUE,TRUE,"RD","double_zero",FALSE
"CD001552_pub3_data|1::overall","CD001552_pub3_data","1::overall",1,"overall","Clinical improvement at short-term follow-up: 3 months or less",10,3,3,TRUE,TRUE,"RD","double_zero",-0.147931462470402,-1.13016009728695,0.834297172346148,-0.0586610217815243,-0.282749097073154,0.165427053510105,"CD001552_pub3_data","1::overall","1","overall","Clinical improvement at short-term follow-up: 3 months or less",10,3,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD001552_pub3_data|10::overall","CD001552_pub3_data","10::overall",10,"overall","Need for surgery or secondary surgery at long-term follow-up: over 3 months",6,0,4,TRUE,TRUE,"RD","sparse_events",-1.85150384965477,-3.82804524615521,0.125037546845672,-0.219535195345567,-0.500223322639078,0.0611529319479431,"CD001552_pub3_data","10::overall","10","overall","Need for surgery or secondary surgery at long-term follow-up: over 3 months",6,0,4,TRUE,TRUE,"RD","sparse_events",FALSE
"CD001552_pub3_data|2::overall","CD001552_pub3_data","2::overall",2,"overall","Clinical improvement at long-term follow-up: over 3 months",13,6,6,TRUE,TRUE,"RD","double_zero",1.02928526887944,0.133097321811375,1.9254732159475,0.294341505301409,0.0518487713538676,0.53683423924895,"CD001552_pub3_data","2::overall","2","overall","Clinical improvement at long-term follow-up: over 3 months",13,6,6,TRUE,TRUE,"RD","double_zero",FALSE
"CD001552_pub3_data|3::overall","CD001552_pub3_data","3::overall",3,"overall","Symptoms at short-term follow-up: 3 months or less",11,10,11,TRUE,FALSE,"OR_cc","fallback_or",-0.0106209002518973,-1.17771944748422,1.15647764698042,NA,NA,NA,"CD001552_pub3_data","3::overall","3","overall","Symptoms at short-term follow-up: 3 months or less",11,10,11,FALSE,TRUE,"RD","double_zero",TRUE
"CD001552_pub3_data|4::overall","CD001552_pub3_data","4::overall",4,"overall","Symptoms at long-term follow-up: over 3 months",8,8,8,TRUE,FALSE,"OR_cc","fallback_or",0.186982880685533,-1.21033086945623,1.5842966308273,NA,NA,NA,"CD001552_pub3_data","4::overall","4","overall","Symptoms at long-term follow-up: over 3 months",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD001552_pub3_data|5::overall","CD001552_pub3_data","5::overall",5,"overall","Function at short-term follow-up: 3 months or less",8,8,8,TRUE,FALSE,"OR_cc","fallback_or",0.224725190491252,-1.17106798713447,1.62051836811697,NA,NA,NA,"CD001552_pub3_data","5::overall","5","overall","Function at short-term follow-up: 3 months or less",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD001552_pub3_data|6::overall","CD001552_pub3_data","6::overall",6,"overall","Function at long-term follow-up: over 3 months",8,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.61088333958068,-2.15652696255477,0.934760283393411,NA,NA,NA,"CD001552_pub3_data","6::overall","6","overall","Function at long-term follow-up: over 3 months",8,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD001552_pub3_data|7::overall","CD001552_pub3_data","7::overall",7,"overall","Health-related quality of life at long-term follow-up: over 3 months",5,4,5,TRUE,FALSE,"OR_cc","fallback_or",0.763684355400742,-0.901842603212533,2.42921131401402,NA,NA,NA,"CD001552_pub3_data","7::overall","7","overall","Health-related quality of life at long-term follow-up: over 3 months",5,4,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD001552_pub3_data|8::overall","CD001552_pub3_data","8::overall",8,"overall","Adverse effects",4,2,3,TRUE,TRUE,"RD","double_zero",0.667330022176765,0.0824004631711135,1.25225958118242,0.158897353973835,0.037464348860243,0.280330359087427,"CD001552_pub3_data","8::overall","8","overall","Adverse effects",4,2,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD001552_pub3_data|9::overall","CD001552_pub3_data","9::overall",9,"overall","Need for surgery or secondary surgery at short-term follow-up: 3 months or less",4,1,3,TRUE,TRUE,"RD","double_zero",-0.405290568242966,-1.9567030244947,1.14612188800877,-0.0310273841281192,-0.102458824623128,0.0404040563668897,"CD001552_pub3_data","9::overall","9","overall","Need for surgery or secondary surgery at short-term follow-up: 3 months or less",4,1,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD001703_pub4_data|1::overall","CD001703_pub4_data","1::overall",1,"overall","Non-specific low back pain: pain intensity (0 to 100) at immediate-term follow-up (≤ 4 weeks)",8,8,8,TRUE,FALSE,"OR_cc","fallback_or",-0.0759010176939614,-1.47249278918512,1.32069075379719,NA,NA,NA,"CD001703_pub4_data","1::overall","1","overall","Non-specific low back pain: pain intensity (0 to 100) at immediate-term follow-up (≤ 4 weeks)",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|10::overall","CD001703_pub4_data","10::overall",10,"overall","Non-specific low back pain: depressive symptoms (BDI, 0 to 63) at short-term follow-up (> 4 to 16 weeks): TCA",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.0252702591347482,-2.76119266339921,2.8117331816687,NA,NA,NA,"CD001703_pub4_data","10::overall","10","overall","Non-specific low back pain: depressive symptoms (BDI, 0 to 63) at short-term follow-up (> 4 to 16 weeks): TCA",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|13::overall","CD001703_pub4_data","13::overall",13,"overall","Non-specific low back pain: HRQoL (EQ-5D, 0 to 1) at short-term follow-up (> 4 to 16 weeks): SNRI",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.424571070614739,-2.03026215477178,1.18112001354231,NA,NA,NA,"CD001703_pub4_data","13::overall","13","overall","Non-specific low back pain: HRQoL (EQ-5D, 0 to 1) at short-term follow-up (> 4 to 16 weeks): SNRI",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|14::overall","CD001703_pub4_data","14::overall",14,"overall","Non-specific low back pain: HRQoL (SMD) at short-term follow-up (> 4 to 16 weeks): TCA",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.0252702591347482,-2.76119266339921,2.8117331816687,NA,NA,NA,"CD001703_pub4_data","14::overall","14","overall","Non-specific low back pain: HRQoL (SMD) at short-term follow-up (> 4 to 16 weeks): TCA",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|16::overall","CD001703_pub4_data","16::overall",16,"overall","Spine-related leg pain: pain intensity (0 to 100) at immediate-term follow-up (≤ 4 weeks)",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0107980681440489,-2.29686246663048,2.27526633034238,NA,NA,NA,"CD001703_pub4_data","16::overall","16","overall","Spine-related leg pain: pain intensity (0 to 100) at immediate-term follow-up (≤ 4 weeks)",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|17::overall","CD001703_pub4_data","17::overall",17,"overall","Spine-related leg pain: pain intensity (0 to 100) at short-term follow-up (> 4 to 16 weeks)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.246617665739248,-3.08875869536855,2.59552336389005,NA,NA,NA,"CD001703_pub4_data","17::overall","17","overall","Spine-related leg pain: pain intensity (0 to 100) at short-term follow-up (> 4 to 16 weeks)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|19::overall","CD001703_pub4_data","19::overall",19,"overall","Spine-related leg pain: disability (SMD) at immediate-term follow-up (≤ 4 weeks)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0,-2.79407720026338,2.79407720026338,NA,NA,NA,"CD001703_pub4_data","19::overall","19","overall","Spine-related leg pain: disability (SMD) at immediate-term follow-up (≤ 4 weeks)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|2::overall","CD001703_pub4_data","2::overall",2,"overall","Non-specific low back pain: pain intensity (0 to 100) at short-term follow-up (> 4 to 16 weeks)",16,16,16,TRUE,FALSE,"OR_cc","fallback_or",-0.141586105290874,-1.12760480949793,0.844432598916181,NA,NA,NA,"CD001703_pub4_data","2::overall","2","overall","Non-specific low back pain: pain intensity (0 to 100) at short-term follow-up (> 4 to 16 weeks)",16,16,16,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|20::overall","CD001703_pub4_data","20::overall",20,"overall","Spine-related leg pain: disability (ODI, 0 to 100) at short-term follow-up (> 4 to 16 weeks)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.246617665739248,-3.08875869536855,2.59552336389005,NA,NA,NA,"CD001703_pub4_data","20::overall","20","overall","Spine-related leg pain: disability (ODI, 0 to 100) at short-term follow-up (> 4 to 16 weeks)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|25::overall","CD001703_pub4_data","25::overall",25,"overall","Non-specific low back pain and spine-related leg pain: total adverse events",18,1,2,TRUE,TRUE,"RD","double_zero",0.433870247137393,0.241744309214002,0.625996185060784,0.120216752588105,0.0460106499376329,0.194422855238577,"CD001703_pub4_data","25::overall","25","overall","Non-specific low back pain and spine-related leg pain: total adverse events",18,1,2,TRUE,TRUE,"RD","double_zero",FALSE
"CD001703_pub4_data|26::overall","CD001703_pub4_data","26::overall",26,"overall","Non-specific low back pain and spine-related leg pain: serious adverse events",10,1,6,TRUE,TRUE,"RD","double_zero",0.276980284852554,-0.454939696101834,1.00890026580694,0.0130106698518262,-0.000245931104084527,0.026267270807737,"CD001703_pub4_data","26::overall","26","overall","Non-specific low back pain and spine-related leg pain: serious adverse events",10,1,6,TRUE,TRUE,"RD","double_zero",FALSE
"CD001703_pub4_data|27::overall","CD001703_pub4_data","27::overall",27,"overall","Non-specific low back pain and spine-related leg pain: withdrawals due to adverse events",22,1,7,TRUE,TRUE,"RD","double_zero",0.925333259721991,0.610576252514705,1.24009026692928,0.0814864334685901,0.0512459033956368,0.111726963541543,"CD001703_pub4_data","27::overall","27","overall","Non-specific low back pain and spine-related leg pain: withdrawals due to adverse events",22,1,7,TRUE,TRUE,"RD","double_zero",FALSE
"CD001703_pub4_data|4::overall","CD001703_pub4_data","4::overall",4,"overall","Non-specific low back pain: disability (RMDQ, 0 to 24) at short-term follow-up (> 4 to 16 weeks): SNRI",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.405456100076724,-2.01163275510169,1.20072055494825,NA,NA,NA,"CD001703_pub4_data","4::overall","4","overall","Non-specific low back pain: disability (RMDQ, 0 to 24) at short-term follow-up (> 4 to 16 weeks): SNRI",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|6::overall","CD001703_pub4_data","6::overall",6,"overall","Non-specific low back pain: disability (RMDQ, 0 to 24) at short-term follow-up (> 4 to 16 weeks): TCA",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.0605965330803322,-1.91362912249425,2.03482218865492,NA,NA,NA,"CD001703_pub4_data","6::overall","6","overall","Non-specific low back pain: disability (RMDQ, 0 to 24) at short-term follow-up (> 4 to 16 weeks): TCA",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD001703_pub4_data|8::overall","CD001703_pub4_data","8::overall",8,"overall","Non-specific low back pain: depressive symptoms (BDI, 0 to 63) at short-term follow-up (> 4 to 16 weeks): SNRI",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.604509964894436,-2.57249897883802,1.36347904904915,NA,NA,NA,"CD001703_pub4_data","8::overall","8","overall","Non-specific low back pain: depressive symptoms (BDI, 0 to 63) at short-term follow-up (> 4 to 16 weeks): SNRI",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD001797_pub4_data|1::overall","CD001797_pub4_data","1::overall",1,"overall","Significant improvement in disability within 6 weeks",8,1,2,TRUE,TRUE,"RD","double_zero",1.10998457133928,0.439704604753931,1.78026453792462,0.231984467682007,0.0986724739402592,0.365296461423755,"CD001797_pub4_data","1::overall","1","overall","Significant improvement in disability within 6 weeks",8,1,2,TRUE,TRUE,"RD","double_zero",FALSE
"CD001797_pub4_data|10::overall","CD001797_pub4_data","10::overall",10,"overall","Frequency of any side effects",3,0,1,TRUE,TRUE,"RD","sparse_events",1.49683600746359,0.770836371671796,2.22283564325538,0.210141204307698,-0.00885938138249381,0.42914178999789,"CD001797_pub4_data","10::overall","10","overall","Frequency of any side effects",3,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD001797_pub4_data|2::overall","CD001797_pub4_data","2::overall",2,"overall","Significant improvement in disability within 6 weeks; generic inverse variance approach",4,2,2,TRUE,TRUE,"RD","double_zero",-0.229590811831119,-1.19417454865129,0.734992924989054,-0.0543609875358603,-0.249551477417012,0.140829502345292,"CD001797_pub4_data","2::overall","2","overall","Significant improvement in disability within 6 weeks; generic inverse variance approach",4,2,2,TRUE,TRUE,"RD","double_zero",FALSE
"CD001797_pub4_data|3::overall","CD001797_pub4_data","3::overall",3,"overall","Improvement ≥ 1 point on Rankin scale",5,2,3,TRUE,TRUE,"RD","double_zero",0.880327102002256,-0.170883035962672,1.93153723996718,0.195636338194229,0.0418776986293676,0.349394977759089,"CD001797_pub4_data","3::overall","3","overall","Improvement ≥ 1 point on Rankin scale",5,2,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD001797_pub4_data|4::overall","CD001797_pub4_data","4::overall",4,"overall","Change in mean disability score within 6 weeks",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.130190325619318,-1.63329726188988,1.37291661065125,NA,NA,NA,"CD001797_pub4_data","4::overall","4","overall","Change in mean disability score within 6 weeks",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD001797_pub4_data|5::overall","CD001797_pub4_data","5::overall",5,"overall","Change in mean disability score within 6 weeks; generic inverse variance approach",2,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.11403173865092,-2.91636881645461,2.68830533915277,NA,NA,NA,"CD001797_pub4_data","5::overall","5","overall","Change in mean disability score within 6 weeks; generic inverse variance approach",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
