"dataset_id","analysis_id","issue"
"CD003376_pub4_data","11::6::Gastrointestinal adverse events","No usable data for effect sizes"
"CD003376_pub4_data","12::1::Radiographic vertebral fractures","No usable data for effect sizes"
"CD003376_pub4_data","14::1::Hip fractures","No usable data for effect sizes"
"CD003376_pub4_data","14::2::Wrist fractures","No usable data for effect sizes"
"CD003376_pub4_data","14::3::Radiographic vertebral fractures","No usable data for effect sizes"
"CD003414_pub4_data","1::5::Ectopic pregnancy rate per woman","No usable data for effect sizes"
"CD003414_pub4_data","4::1::Live birth rate per woman","No usable data for effect sizes"
"CD003414_pub4_data","4::2::Miscarriage rate per woman","No usable data for effect sizes"
"CD003414_pub4_data","4::3::Endometrial thickness","No usable data for effect sizes"
"CD003414_pub4_data","5::1::Live birth rate per woman","No usable data for effect sizes"
"CD003414_pub4_data","5::2::Miscarriage rate per woman","No usable data for effect sizes"
"CD003414_pub4_data","5::3::Multiple pregnancy rate per woman","No usable data for effect sizes"
"CD003451_pub3_data","1::4::Piers-Harris self-concept scale","No usable data for effect sizes"
"CD003451_pub3_data","2::5::Need for surgery in adulthood (6-year follow-up)","No usable data for effect sizes"
"CD003451_pub3_data","5::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","5::3::Wits","No usable data for effect sizes"
"CD003451_pub3_data","6::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","6::2::ANB","No usable data for effect sizes"
"CD003451_pub3_data","7::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","8::3::A-NPerp","No usable data for effect sizes"
"CD003451_pub3_data","9::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","9::2::ANB","No usable data for effect sizes"
"CD003451_pub3_data","9::3::Wits","No usable data for effect sizes"
"CD003451_pub3_data","10::1::ANB","No usable data for effect sizes"
"CD003451_pub3_data","11::1::ANB","No usable data for effect sizes"
"CD003451_pub3_data","11::2::Wits","No usable data for effect sizes"
"CD003451_pub3_data","12::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","12::2::ANB","No usable data for effect sizes"
"CD003451_pub3_data","12::3::Wits","No usable data for effect sizes"
"CD003451_pub3_data","13::1::Overjet","No usable data for effect sizes"
"CD003451_pub3_data","13::2::ANB","No usable data for effect sizes"
"CD003477_pub5_data","4::7::Cognition","No usable data for effect sizes"
"CD003594_pub7_data","1::3::Kidney failure","No usable data for effect sizes"
"CD003594_pub7_data","2::2::Death","No usable data for effect sizes"
"CD003594_pub7_data","2::4::Mean time to remission","No usable data for effect sizes"
"CD003594_pub7_data","3::3::Relapse following complete or partial remission","No usable data for effect sizes"
"CD003594_pub7_data","3::4::Kidney function: change in eGFR over 12 months","No usable data for effect sizes"
"CD003594_pub7_data","4::3::Kidney failure by 78 weeks","No usable data for effect sizes"
"CD003594_pub7_data","4::4::Death by 52 weeks","No usable data for effect sizes"
"CD003594_pub7_data","4::5::Kidney function: 50% decline in GFR by 78 weeks","No usable data for effect sizes"
"CD003594_pub7_data","5::3::Relapses [number/year]","No usable data for effect sizes"
"CD003594_pub7_data","5::4::Prednisone dose [mg/kg/d]","No usable data for effect sizes"
"CD003594_pub7_data","5::5::Kidney function: change in GFR [mL/min]","No usable data for effect sizes"
"CD003594_pub7_data","6::1::Remission at 6 months","No usable data for effect sizes"
"CD003594_pub7_data","6::2::Relapse at 12 months","No usable data for effect sizes"
"CD003594_pub7_data","6::3::Urinary protein-creatinine ratio at 6 months","No usable data for effect sizes"
"CD003594_pub7_data","7::1::Relapse by one year","No usable data for effect sizes"
"CD003594_pub7_data","8::2::Complete or partial remission","No usable data for effect sizes"
"CD003594_pub7_data","8::3::Treatment failure","No usable data for effect sizes"
"CD003594_pub7_data","8::4::Death (any cause)","No usable data for effect sizes"
"CD003594_pub7_data","9::2::Partial remission","No usable data for effect sizes"
"CD003594_pub7_data","9::3::Continuing remission at one year","No usable data for effect sizes"
"CD003594_pub7_data","9::4::Kidney function: renal insufficiency","No usable data for effect sizes"
"CD003594_pub7_data","9::6::Time to remission [days]","No usable data for effect sizes"
"CD003594_pub7_data","9::7::Mean duration of remission [months]","No usable data for effect sizes"
"CD003594_pub7_data","12::1::Active disease at end of treatment (12 months)","No usable data for effect sizes"
"CD003594_pub7_data","12::2::Active disease one year after treatment","No usable data for effect sizes"
"CD003594_pub7_data","13::1::Complete remission","No usable data for effect sizes"
"CD003594_pub7_data","13::2::Kidney failure","No usable data for effect sizes"
"CD003594_pub7_data","15::1::Complete remission","No usable data for effect sizes"
"CD003594_pub7_data","15::2::Complete or partial remission","No usable data for effect sizes"
"CD003594_pub7_data","17::3::Serum albumin [g/L]","No usable data for effect sizes"
"CD003594_pub7_data","17::4::Systolic blood pressure [mm Hg]","No usable data for effect sizes"
"CD003594_pub7_data","17::5::Serum potassium [mmol/L]","No usable data for effect sizes"
"CD003594_pub7_data","17::6::Kidney function: creatinine clearance [mL/min]","No usable data for effect sizes"
"CD003594_pub7_data","18::1::Partial remission (> 40% reduction in UPCR) at 8 weeks","No usable data for effect sizes"
"CD003594_pub7_data","19::1::Complete remission of proteinuria (any time during follow-up to week 108)","No usable data for effect sizes"
"CD003594_pub7_data","19::2::Partial remission at 36 weeks","No usable data for effect sizes"
"CD003594_pub7_data","19::3::Kidney failure","No usable data for effect sizes"
"CD003594_pub7_data","19::4::Composite outcome: 40% reduction in GFR/death/kidney failure","No usable data for effect sizes"
"CD003598_pub3_data","1::12::Rejection","No usable data for effect sizes"
"CD003598_pub3_data","1::14::Proteinuria [g/24 hours]","No usable data for effect sizes"
"CD003598_pub3_data","1::19::Hypotension","No usable data for effect sizes"
"CD003598_pub3_data","1::22::Hyperglycaemia","No usable data for effect sizes"
"CD003598_pub3_data","1::23::Oedema of legs","No usable data for effect sizes"
"CD003598_pub3_data","1::25::Withdrawal due to rejection","No usable data for effect sizes"
"CD003598_pub3_data","1::26::Withdrawal due to congestive heart failure","No usable data for effect sizes"
"CD003598_pub3_data","1::27::Withdrawal due to heart block","No usable data for effect sizes"
"CD003598_pub3_data","1::29::Withdrawal due to fatigue","No usable data for effect sizes"
"CD003598_pub3_data","2::1::Graft loss","No usable data for effect sizes"
"CD003598_pub3_data","2::2::Serum creatinine [µmol/L]","No usable data for effect sizes"
"CD003598_pub3_data","2::3::Acute rejection","No usable data for effect sizes"
"CD003598_pub3_data","3::12::Controlled blood pressure","No usable data for effect sizes"
"CD003598_pub3_data","3::15::Proteinuria at end of treatment","No usable data for effect sizes"
"CD003598_pub3_data","3::17::Urinary albumin/creatinine ratio [mg/mg]","No usable data for effect sizes"
"CD003598_pub3_data","3::18::Nonfatal myocardial infarction","No usable data for effect sizes"
"CD003598_pub3_data","3::19::Myocardial infarction","No usable data for effect sizes"
"CD003598_pub3_data","3::20::Fatal stroke","No usable data for effect sizes"
"CD003598_pub3_data","3::23::Angina pectoris","No usable data for effect sizes"
"CD003598_pub3_data","3::24::Thromboembolic episodes","No usable data for effect sizes"
"CD003598_pub3_data","3::29::Any adverse event","No usable data for effect sizes"
"CD003598_pub3_data","3::31::Peripheral oedema","No usable data for effect sizes"
"CD003598_pub3_data","3::32::Infection","No usable data for effect sizes"
"CD003598_pub3_data","3::34::Withdrawal due to acute kidney injury","No usable data for effect sizes"
"CD003598_pub3_data","3::36::Withdrawal due to cough","No usable data for effect sizes"
"CD003598_pub3_data","4::2::Sudden death","No usable data for effect sizes"
"CD003598_pub3_data","4::4::Creatinine clearance [mL/min]","No usable data for effect sizes"
"CD003598_pub3_data","4::8::Acute kidney injury","No usable data for effect sizes"
"CD003598_pub3_data","4::12::Mean arterial pressure [mm Hg]","No usable data for effect sizes"
"CD003598_pub3_data","4::13::Any rejection","No usable data for effect sizes"
"CD003598_pub3_data","4::16::Nonfatal stroke","No usable data for effect sizes"
"CD003598_pub3_data","4::18::Urinary albumin/creatinine ratio [mg/g]","No usable data for effect sizes"
"CD003598_pub3_data","4::20::Haematocrit [%]","No usable data for effect sizes"
"CD003598_pub3_data","4::23::Any adverse event","No usable data for effect sizes"
"CD003598_pub3_data","4::26::Withdrawal due to acute kidney injury","No usable data for effect sizes"
"CD003598_pub3_data","4::28::Withdrawal due to hyperkalaemia","No usable data for effect sizes"
"CD003598_pub3_data","5::1::All-cause death","No usable data for effect sizes"
"CD003598_pub3_data","5::2::Cardiovascular death","No usable data for effect sizes"
"CD003598_pub3_data","5::3::Withdrawal due to adverse events","No usable data for effect sizes"
"CD003598_pub3_data","6::1::All-cause death","No usable data for effect sizes"
"CD003598_pub3_data","6::2::Graft loss","No usable data for effect sizes"
"CD003598_pub3_data","6::3::Acute kidney injury","No usable data for effect sizes"
"CD003598_pub3_data","6::4::Cardiovascular death","No usable data for effect sizes"
"CD003598_pub3_data","6::5::Any rejection","No usable data for effect sizes"
"CD003598_pub3_data","6::6::Acute rejection","No usable data for effect sizes"
"CD003598_pub3_data","6::7::Hyperkalaemia","No usable data for effect sizes"
"CD003598_pub3_data","6::8::Hypotension","No usable data for effect sizes"
"CD003598_pub3_data","6::9::Cough","No usable data for effect sizes"
"CD003598_pub3_data","6::10::Peripheral oedema","No usable data for effect sizes"
"CD003598_pub3_data","6::11::Fatigue","No usable data for effect sizes"
"CD003598_pub3_data","7::1::All-cause death","No usable data for effect sizes"
"CD003598_pub3_data","7::2::Graft loss","No usable data for effect sizes"
"CD003598_pub3_data","7::3::Systolic blood pressure [mm Hg]","No usable data for effect sizes"
"CD003598_pub3_data","7::4::Rejection rate","No usable data for effect sizes"
"CD003598_pub3_data","8::1::All-cause death","No usable data for effect sizes"
"CD003598_pub3_data","8::2::Graft loss","No usable data for effect sizes"
"CD003598_pub3_data","8::3::eGFR [mL/min/1.73 m²]","No usable data for effect sizes"
"CD003598_pub3_data","8::4::Serum creatinine [µmol/L]","No usable data for effect sizes"
"CD003598_pub3_data","8::5::Cardiovascular death","No usable data for effect sizes"
"CD003598_pub3_data","8::6::Systolic blood pressure [mm Hg]","No usable data for effect sizes"
"CD003598_pub3_data","8::7::Diastolic blood pressure [mm Hg]","No usable data for effect sizes"
"CD003598_pub3_data","8::8::Mean arterial pressure [mm Hg]","No usable data for effect sizes"
"CD003598_pub3_data","8::9::Any rejection","No usable data for effect sizes"
"CD003598_pub3_data","8::10::Acute rejection","No usable data for effect sizes"
"CD003598_pub3_data","8::11::Urinary albumin/creatinine ratio [mg/g]","No usable data for effect sizes"
"CD003598_pub3_data","8::12::Cardiovascular events","No usable data for effect sizes"
"CD003598_pub3_data","8::13::Hyperkalaemia","No usable data for effect sizes"
"CD003598_pub3_data","8::14::New-onset hypertension","No usable data for effect sizes"
"CD003598_pub3_data","8::15::Withdrawal due to adverse events","No usable data for effect sizes"
"CD003598_pub3_data","9::11::Acute rejection","No usable data for effect sizes"
"CD003598_pub3_data","9::12::Rejection rate","No usable data for effect sizes"
"CD003598_pub3_data","9::14::Myocardial infarction","No usable data for effect sizes"
"CD003598_pub3_data","9::15::Fatal myocardial infarction","No usable data for effect sizes"
"CD003598_pub3_data","9::16::Cardiovascular events","No usable data for effect sizes"
"CD003598_pub3_data","9::24::Withdrawn due to graft loss","No usable data for effect sizes"
"CD003598_pub3_data","9::25::Withdrawn due to heart failure","No usable data for effect sizes"
