"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD001909_pub4_data","4::overall",4,"overall","Nausea","RD","RD",FALSE,0.0688002684303552,0.0688002684303552,0.0381232794206382,0.0994772574400722,0.0381232794206382,0.0994772574400722,5,1,0
"CD001909_pub4_data","5::overall",5,"overall","Somnolence","RD","RD",FALSE,0.0309194995917767,0.0309194995917767,-0.00456941269287627,0.0664084118764296,-0.00456941269287627,0.0664084118764296,4,1,0
"CD001909_pub4_data","6::overall",6,"overall","Diplopia","OR_cc","OR_cc",FALSE,1.61883758232658,1.61883758232658,1.12578902206772,2.11188614258545,1.12578902206772,2.11188614258545,0,0,0
"CD001909_pub4_data","7::overall",7,"overall","Headache","OR_cc","OR_cc",FALSE,0.164124668406897,0.164124668406897,-0.0986395908507423,0.426888927664535,-0.0986395908507423,0.426888927664535,0,0,0
"CD001920_pub4_data","1::overall",1,"overall","Independence in ADL scales","OR_cc","RD",TRUE,-0.0421210518014884,NA,-0.309447330631403,0.225205227028427,NA,NA,219,219,NA
"CD001920_pub4_data","10::overall",10,"overall","Neurophysiological approaches compared to other approaches: Gait velocity","OR_cc","RD",TRUE,0.0394508388045798,NA,-0.959017621779522,1.03791929938868,NA,NA,16,16,NA
"CD001920_pub4_data","2::overall",2,"overall","Motor function scales","OR_cc","RD",TRUE,-0.0598895981555383,NA,-0.296641930969813,0.176862734658736,NA,NA,279,279,NA
"CD001920_pub4_data","3::overall",3,"overall","Balance (Berg Balance Scale)","OR_cc","RD",TRUE,-0.0474502094712559,NA,-0.322678902194041,0.227778483251529,NA,NA,207,207,NA
"CD001920_pub4_data","4::overall",4,"overall","Gait velocity","OR_cc","RD",TRUE,-0.0464897733105301,NA,-0.300269453303255,0.207289906682195,NA,NA,244,244,NA
"CD001920_pub4_data","5::overall",5,"overall","Length of stay","RD","RD",FALSE,-0.0390783847551098,-0.0390783847551098,-0.0751974271201965,-0.00295934239002319,-0.0751974271201965,-0.00295934239002319,137,136,0
"CD001920_pub4_data","6::overall",6,"overall","Adverse events","RD","RD",FALSE,0.0191211683220091,0.0191211683220091,0.00384261253636482,0.0343997241076534,0.00384261253636482,0.0343997241076534,163,157,0
"CD001920_pub4_data","7::overall",7,"overall","Neurophysiological approaches compared to other: Independence in ADL scales","OR_cc","RD",TRUE,-0.0482874426492413,NA,-0.403367397210507,0.306792511912025,NA,NA,124,124,NA
"CD001920_pub4_data","8::overall",8,"overall","Neurophysiological approaches compared to other: Motor function scales","OR_cc","RD",TRUE,0.128256729007422,NA,-0.898508672106825,1.15502213012167,NA,NA,15,15,NA
"CD001920_pub4_data","9::overall",9,"overall","Neurophysiological approaches compared to other: Balance (Berg Balance Scale)","OR_cc","RD",TRUE,0.0289845632043055,NA,-1.12354390071179,1.1815130271204,NA,NA,12,12,NA
"CD002042_pub6_data","1::overall",1,"overall","Participants exposed to blood transfusion (all trials)","OR_cc","OR_cc",FALSE,-2.46707642117453,-2.46707642117453,-2.96065836173709,-1.97349448061197,-2.96065836173709,-1.97349448061197,0,0,0
"CD002042_pub6_data","10::1",10,"1","30-day mortality: subgroup by prospective trial registration vs no prospective registration","RD","RD",FALSE,0.00494428886379861,0.00494428886379861,-0.00505848757749161,0.0149470653050888,-0.00505848757749161,0.0149470653050888,11,4,0
"CD002042_pub6_data","10::2",10,"2","30-day mortality: subgroup by prospective trial registration vs no prospective registration","RD","RD",FALSE,-0.00812495978668693,-0.00812495978668693,-0.0163917534168719,0.000141833843498008,-0.0163917534168719,0.000141833843498008,9,3,0
"CD002042_pub6_data","10::overall",10,"overall","90-day mortality","OR_cc","RD",TRUE,0.244633589035785,NA,-0.288384415721945,0.777651593793516,NA,NA,2,2,NA
"CD002042_pub6_data","11::1",11,"1","30-day mortality: sensitivity analysis by allocation concealment","RD","RD",FALSE,0.00274247480889692,0.00274247480889692,-0.00713358739648647,0.0126185370142803,-0.00713358739648647,0.0126185370142803,11,3,0
"CD002042_pub6_data","11::overall",11,"overall","6-month mortality","RD","RD",FALSE,-0.0530739469391002,-0.0530739469391002,-0.323262076772857,0.217114182894657,-0.323262076772857,0.217114182894657,1,0,0
"CD002042_pub6_data","12::overall",12,"overall","30-day mortality sensitivity analysis excluding trials at high risk of non-anaemic participants","RD","RD",FALSE,0.00196794251226787,0.00196794251226787,-0.00540598928474473,0.00934187430928047,-0.00540598928474473,0.00934187430928047,11,4,0
"CD002042_pub6_data","13::overall",13,"overall","In-hospital mortality (as defined by triallists)","RD","RD",FALSE,-0.0110385014199588,-0.0110385014199588,-0.0176339989592867,-0.00444300388063088,-0.0176339989592867,-0.00444300388063088,6,3,0
"CD002042_pub6_data","14::overall",14,"overall","90-day mortality","RD","RD",FALSE,0.0076232844363763,0.0076232844363763,-0.00943055280935555,0.0246771216821082,-0.00943055280935555,0.0246771216821082,4,2,0
"CD002042_pub6_data","15::1",15,"1","6-month, 12-month mortality","OR_cc","OR_cc",FALSE,0.0277788540572795,0.0277788540572795,-0.0832231395466537,0.138780847661213,-0.0832231395466537,0.138780847661213,0,0,0
"CD002042_pub6_data","15::2",15,"2","6-month, 12-month mortality","OR_cc","OR_cc",FALSE,0.0533076679611061,0.0533076679611061,-0.174870792371195,0.281486128293407,-0.174870792371195,0.281486128293407,0,0,0
"CD002042_pub6_data","15::3",15,"3","6-month, 12-month mortality","OR_cc","OR_cc",FALSE,0.0326727524321007,0.0326727524321007,-0.0671285100218764,0.132474014886078,-0.0671285100218764,0.132474014886078,0,0,0
"CD002042_pub6_data","15::overall",15,"overall","Morbidity: cerebrovascular accident (CVA)","RD","RD",FALSE,5.80558234322239e-05,5.80558234322239e-05,-0.0121806445452936,0.0122967561921581,-0.0121806445452936,0.0122967561921581,2,0,0
"CD002042_pub6_data","16::overall",16,"overall","Neurocritically ill patients: unfavourable neurological outcome (dichotomised GOS-E or Rankin) at 6 to 12 months","OR_cc","OR_cc",FALSE,0.139937856884702,0.139937856884702,-0.0765415863362566,0.356417300105661,-0.0765415863362566,0.356417300105661,0,0,0
"CD002042_pub6_data","17::overall",17,"overall","Morbidity: myocardial infarction","RD","RD",FALSE,0.00260533415566984,0.00260533415566984,-0.00109774435792578,0.00630841266926546,-0.00109774435792578,0.00630841266926546,23,7,0
"CD002042_pub6_data","18::overall",18,"overall","Morbidity: congestive heart failure","RD","RD",FALSE,-0.000371878467329989,-0.000371878467329989,-0.00579784041880337,0.00505408348414339,-0.00579784041880337,0.00505408348414339,10,4,0
"CD002042_pub6_data","19::overall",19,"overall","Morbidity: cerebrovascular accident (CVA) – stroke","RD","RD",FALSE,-0.0021695806743043,-0.0021695806743043,-0.00534500495809229,0.00100584360948368,-0.00534500495809229,0.00100584360948368,16,2,0
"CD002042_pub6_data","2::1",2,"1","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-1.46757158770263,-1.46757158770263,-1.96268100915255,-0.972462166252715,-1.96268100915255,-0.972462166252715,0,0,0
"CD002042_pub6_data","2::10",2,"10","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-1.6964278900421,-1.6964278900421,-4.44155354598979,1.04869776590558,-4.44155354598979,1.04869776590558,0,0,0
"CD002042_pub6_data","2::2",2,"2","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-4.32803138671117,-4.32803138671117,-5.34558310997826,-3.31047966344408,-5.34558310997826,-3.31047966344408,0,0,0
"CD002042_pub6_data","2::3",2,"3","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-2.98932297397459,-2.98932297397459,-4.30110178658262,-1.67754416136657,-4.30110178658262,-1.67754416136657,0,0,0
"CD002042_pub6_data","2::4",2,"4","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-2.32940413635762,-2.32940413635762,-3.49175780105463,-1.16705047166062,-3.49175780105463,-1.16705047166062,0,0,0
"CD002042_pub6_data","2::5",2,"5","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-3.58112652360784,-3.58112652360784,-5.33895159000779,-1.82330145720788,-5.33895159000779,-1.82330145720788,0,0,0
"CD002042_pub6_data","2::6",2,"6","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-2.04040979570008,-2.04040979570008,-3.38715013082704,-0.69366946057312,-3.38715013082704,-0.69366946057312,0,0,0
"CD002042_pub6_data","2::8",2,"8","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-1.23829451758935,-1.23829451758935,-2.12786034472032,-0.348728690458372,-2.12786034472032,-0.348728690458372,0,0,0
"CD002042_pub6_data","2::9",2,"9","Participants exposed to blood transfusion by clinical specialties","OR_cc","OR_cc",FALSE,-1.74422524104148,-1.74422524104148,-2.50466425290556,-0.983786229177403,-2.50466425290556,-0.983786229177403,0,0,0
"CD002042_pub6_data","20::overall",20,"overall","Morbidity: infection (composite)","RD","RD",FALSE,0.00140936116234258,0.00140936116234258,-0.00541955227995709,0.00823827460464225,-0.00541955227995709,0.00823827460464225,7,2,0
"CD002042_pub6_data","21::overall",21,"overall","Morbidity: pneumonia","RD","RD",FALSE,-0.00353751860708196,-0.00353751860708196,-0.00933472063426634,0.00225968342010242,-0.00933472063426634,0.00225968342010242,7,0,0
"CD002042_pub6_data","22::overall",22,"overall","Morbidity: sepsis/bacteraemia","RD","RD",FALSE,0.00354728856100491,0.00354728856100491,-0.0019419300165532,0.00903650713856301,-0.0019419300165532,0.00903650713856301,6,1,0
"CD002042_pub6_data","23::overall",23,"overall","Morbidity: sepsis","RD","RD",FALSE,0.00988170336415635,0.00988170336415635,-0.00578261281047988,0.0255460195387926,-0.00578261281047988,0.0255460195387926,4,0,0
"CD002042_pub6_data","24::overall",24,"overall","Morbidity: bacteraemia","RD","RD",FALSE,-0.00180709505443869,-0.00180709505443869,-0.00938412178187099,0.00576993167299361,-0.00938412178187099,0.00576993167299361,3,1,0
"CD002042_pub6_data","25::overall",25,"overall","Morbidity: meningitis, ventriculitis or brain abscess","RD","RD",FALSE,-0.000574245706812007,-0.000574245706812007,-0.0212047191496074,0.0200562277359834,-0.0212047191496074,0.0200562277359834,1,0,0
"CD002042_pub6_data","26::overall",26,"overall","Morbidity: wound infection","RD","RD",FALSE,-0.00557493148978838,-0.00557493148978838,-0.0127183267661738,0.00156846378659702,-0.0127183267661738,0.00156846378659702,5,0,0
"CD002042_pub6_data","27::overall",27,"overall","Morbidity: thromboembolism","RD","RD",FALSE,-0.00359051706136434,-0.00359051706136434,-0.00728972293324097,0.000108688810512279,-0.00728972293324097,0.000108688810512279,16,2,0
"CD002042_pub6_data","28::overall",28,"overall","Morbidity: rebleeding","RD","RD",FALSE,-0.0100153808367677,-0.0100153808367677,-0.0298709219058307,0.00984016023229524,-0.0298709219058307,0.00984016023229524,4,1,0
"CD002042_pub6_data","29::overall",29,"overall","Morbidity: clinically significant bleeding through thrombocytopaenia at longest follow-up","RD","RD",FALSE,-0.0318823215376204,-0.0318823215376204,-0.0855945495293087,0.0218299064540678,-0.0855945495293087,0.0218299064540678,1,0,0
"CD002042_pub6_data","3::1",3,"1","Participants exposed to blood transfusion by threshold difference","OR_cc","OR_cc",FALSE,-2.71454574662928,-2.71454574662928,-3.36473865979561,-2.06435283346295,-3.36473865979561,-2.06435283346295,0,0,0
"CD002042_pub6_data","3::2",3,"2","Participants exposed to blood transfusion by threshold difference","OR_cc","OR_cc",FALSE,-1.26440875865596,-1.26440875865596,-2.17831514348791,-0.350502373824021,-2.17831514348791,-0.350502373824021,0,0,0
"CD002042_pub6_data","30::overall",30,"overall","Morbidity: acute kidney injury (AKI)","RD","RD",FALSE,-0.00156171053554169,-0.00156171053554169,-0.010419574938347,0.00729615386726367,-0.010419574938347,0.00729615386726367,3,1,0
"CD002042_pub6_data","31::overall",31,"overall","Morbidity: renal failure requiring dialysis/replacement therapy","RD","RD",FALSE,-0.00309815050326758,-0.00309815050326758,-0.0117128373134344,0.00551653630689926,-0.0117128373134344,0.00551653630689926,4,3,0
"CD002042_pub6_data","32::overall",32,"overall","Morbidity: delirium","RD","RD",FALSE,0.0101494747568422,0.0101494747568422,-0.0105697689220715,0.030868718435756,-0.0105697689220715,0.030868718435756,1,0,0
"CD002042_pub6_data","33::overall",33,"overall","Adverse events (composite of all)","RD","RD",FALSE,-0.00955823511082177,-0.00955823511082177,-0.0163785399512783,-0.00273793027036528,-0.0163785399512783,-0.00273793027036528,8,0,0
"CD002042_pub6_data","34::overall",34,"overall","Adverse events (serious only)","RD","RD",FALSE,-0.00668332207352824,-0.00668332207352824,-0.0133408803914677,-2.57637555888205e-05,-0.0133408803914677,-2.57637555888205e-05,6,0,0
"CD002042_pub6_data","4::1",4,"1","Participants exposed to blood transfusion by restrictive threshold","OR_cc","OR_cc",FALSE,-2.79618028942777,-2.79618028942777,-3.6314299886156,-1.96093059023995,-3.6314299886156,-1.96093059023995,0,0,0
"CD002042_pub6_data","4::2",4,"2","Participants exposed to blood transfusion by restrictive threshold","OR_cc","OR_cc",FALSE,-2.58220836485597,-2.58220836485597,-3.54585643260557,-1.61856029710638,-3.54585643260557,-1.61856029710638,0,0,0
"CD002042_pub6_data","4::overall",4,"overall","30-day mortality","RD","RD",FALSE,0.00642205935050481,0.00642205935050481,-0.00389727065302416,0.0167413893540338,-0.00389727065302416,0.0167413893540338,4,4,0
"CD002042_pub6_data","5::1",5,"1","30-day mortality: subgroup by clinical specialties","RD","RD",FALSE,-0.000725202776733708,-0.000725202776733708,-0.0430567736079852,0.0416063680545178,-0.0430567736079852,0.0416063680545178,3,2,0
"CD002042_pub6_data","5::4",5,"4","30-day mortality: subgroup by clinical specialties","OR_cc","RD",TRUE,0,NA,-2.8841544549485,2.8841544549485,NA,NA,2,2,NA
"CD002042_pub6_data","6::1",6,"1","30-day mortality: subgroup by prospective trial registration vs no prospective registration","RD","RD",FALSE,0.00722441648591763,0.00722441648591763,-0.00368370911040648,0.0181325420822417,-0.00368370911040648,0.0181325420822417,2,2,0
"CD002042_pub6_data","6::2",6,"2","30-day mortality: subgroup by prospective trial registration vs no prospective registration","OR_cc","RD",TRUE,-0.00921631968185284,NA,-0.741990911760954,0.723558272397249,NA,NA,2,2,NA
"CD002042_pub6_data","6::overall",6,"overall","30-day mortality","RD","RD",FALSE,-0.0012885343373158,-0.0012885343373158,-0.00768515604950555,0.00510808737487396,-0.00768515604950555,0.00510808737487396,20,7,0
"CD002042_pub6_data","7::1",7,"1","30-day mortality: subgroup by restrictive haemoglobin level","RD","RD",FALSE,0.00110706526465744,0.00110706526465744,-0.00713111965778517,0.00934525018710006,-0.00713111965778517,0.00934525018710006,8,4,0
"CD002042_pub6_data","7::2",7,"2","30-day mortality: subgroup by restrictive haemoglobin level","RD","RD",FALSE,-0.00458568279832196,-0.00458568279832196,-0.0123634447949453,0.0031920791983014,-0.0123634447949453,0.0031920791983014,10,3,0
"CD002042_pub6_data","8::1",8,"1","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,-0.00183043165969036,-0.00183043165969036,-0.008695028847848,0.00503416552846727,-0.008695028847848,0.00503416552846727,2,1,0
"CD002042_pub6_data","8::10",8,"10","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,-0.00955030234314633,-0.00955030234314633,-0.0717840455358318,0.0526834408495391,-0.0717840455358318,0.0526834408495391,2,0,0
"CD002042_pub6_data","8::2",8,"2","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,0.0139725248463391,0.0139725248463391,-0.0254270509923983,0.0533721006850763,-0.0254270509923983,0.0533721006850763,1,0,0
"CD002042_pub6_data","8::3",8,"3","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,0.0100352985459784,0.0100352985459784,-0.013776863896963,0.0338474609889198,-0.013776863896963,0.0338474609889198,5,2,0
"CD002042_pub6_data","8::4",8,"4","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,0.0186242724870416,0.0186242724870416,-0.0351588081818464,0.0724073531559295,-0.0351588081818464,0.0724073531559295,1,1,0
"CD002042_pub6_data","8::5",8,"5","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,0.0772663401393885,0.0772663401393885,-0.0489520788758889,0.203484759154666,-0.0489520788758889,0.203484759154666,1,1,0
"CD002042_pub6_data","8::6",8,"6","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,-0.0302768075988345,-0.0302768075988345,-0.0537058515620398,-0.0068477636356293,-0.0537058515620398,-0.0068477636356293,2,0,0
"CD002042_pub6_data","8::8",8,"8","30-day mortality: subgroup by clinical specialties (random-effects model)","RD","RD",FALSE,-0.0187765414816973,-0.0187765414816973,-0.0688975830069024,0.0313445000435078,-0.0688975830069024,0.0313445000435078,5,1,0
"CD002042_pub6_data","8::overall",8,"overall","30-day mortality (sensitivity analysis excluding Maitland study)","RD","RD",FALSE,-0.000529425410253354,-0.000529425410253354,-0.0284596633119074,0.0274008124914007,-0.0284596633119074,0.0274008124914007,4,4,0
"CD002042_pub6_data","9::1",9,"1","30-day mortality: subgroup by clinical specialties (fixed-effect model)","RD","RD",FALSE,-0.00183043165969036,-0.00183043165969036,-0.008695028847848,0.00503416552846727,-0.008695028847848,0.00503416552846727,2,1,0
