"dataset","source","term"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day vs (Alendronate 5 mg/day + Alfacalcidol 1 μg/day)"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs ONO-5334 100 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 10 mg/day vs (Alendronate 10 mg/day + Calcitriol 0.5 μg/day)"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/weekly vs Ibandronate 3 mg/3 months, IV"
"CD001155_pub3_data","Subgroup","(Alendronate 10 mg/day + Calcitriol 0.5 μg/day) vs Calcitriol 0.5 μg/day"
"CD001155_pub3_data","Subgroup","(Alendronate 10 mg/day + Calcitriol 0.5 μg/day) vs Placebo"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs Silymarin 420 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs MK-5442 10 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs MK-5442 7.5 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs Teriparatide 20  μg/day, SC "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs MK-5442 5 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs Qiang Gu Yin 20 g/day "
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day vs Minodronate 1 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day vs cyclic Etidronate 200 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs (Alendronate 35 mg/week  + Silymarin 420 mg/day)"
"CD001155_pub3_data","Subgroup","(Alendronate 35 mg/week + Silymarin 420 mg/day) vs Silymarin 420 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs MK-5442 15 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day vs cyclic Etidronate 400 mg/day "
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs  (Alendronate 70 mg/week + PTH(1-34) 25 μg/day, SC)"
"CD001155_pub3_data","Subgroup","Alendronate 70mg/week vs Denosumab 60 mg/6 months, SC"
"CD001155_pub3_data","Subgroup","(Alendronate 70 mg/day + Vitamin D3 2800 IU/day) vs Vitamin D3 2800 IU/day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs ONO-5334 100 mg /day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs ONO-5334 300 mg /day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/weekly vs Ibandronate 150 mg/month"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs (Alendronate 70 mg/week + Cyclic PTH(1-34) 25 μg/day, SC)"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day vs Alfacalcidol 1 μg/day"
"CD001155_pub3_data","Subgroup","[Alendronate 70 mg/week +  PTH(1-34) 25 μg/day, SC] vs [Alendronate 70 mg/week + Cyclic PTH(1-34) 25 μg/day, SC]"
"CD001155_pub3_data","Subgroup","[Alendronate 70 mg/week + PTH(1-34) 25 μg/day, SC] vs [Alendronate 70 mg/week + Cyclic PTH(1-34) 25 μg/day, SC]"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs  (Alendronate 70 mg/week + Vitamin K1  10 mg/day)"
"CD001155_pub3_data","Subgroup","Alendronate 10 mg/day vs [Alendronate 10 mg/day + Raloxifene 60 mg/day]"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day + Calcitriol 0.5 μg/day  vs Placebo"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day + Calcitriol 0.5 μg/day  vs Raloxifene 60 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day + Calcitriol 0.5 μg/day  vs Alendronate 5 mg/day + Calcitriol 0.5 μg/day + Raloxifene 60 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day + Calcitriol 0.5 μg/day +  Raloxifene 60 mg/day vs Placebo"
"CD001155_pub3_data","Subgroup","Alendronate 5 mg/day + Calcitriol 0.5 μg/day +  Raloxifene 60 mg/day  vs Raloxifene 60 mg/day"
"CD001155_pub3_data","Subgroup","Alendronate 70 mg/week vs Zoledronic acid 5 mg/year, IV"
"CD001155_pub3_data","Subgroup","Non-vertebral fractures"
"CD001155_pub3_data","Subgroup","Withdrawal due to adverse events"
"CD001155_pub3_data","Subgroup","Gastrointestinal adverse events"
"CD001155_pub3_data","Subgroup","Atypical femoral fracture"
"CD001155_pub3_data","Subgroup","Hip fractures"
"CD001155_pub3_data","Subgroup","Clinical vertebral fractures "
"CD001155_pub3_data","Subgroup","Radiographic vertebral fractures "
"CD001321_pub7_data","Analysis.group","1"
"CD001321_pub7_data","Analysis.group","2"
"CD001321_pub7_data","Analysis.group","3"
"CD001321_pub7_data","Analysis.group","4"
"CD001321_pub7_data","Analysis.group","5"
"CD001321_pub7_data","Analysis.group","6"
"CD001321_pub7_data","Analysis.group","7"
"CD001321_pub7_data","Analysis.group","8"
"CD001321_pub7_data","Analysis.group","9"
"CD001321_pub7_data","Analysis.group","10"
"CD001321_pub7_data","Analysis.group","11"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI"
"CD001321_pub7_data","Analysis.name","Clinical UTI: symptoms, no culture"
"CD001321_pub7_data","Analysis.name","Microbiological UTI: positive culture without known symptoms"
"CD001321_pub7_data","Analysis.name","Death"
"CD001321_pub7_data","Analysis.name","Gastrointestinal adverse events"
"CD001321_pub7_data","Analysis.name","Clinical UTI without culture verification"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (low dose PAC < 40 mg/day)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (moderate dose PAC 40 to 80 mg/day)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (high dose PAC > 80 mg/day)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (commercial involvement)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (no commercial involvement)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (⪰ 108 CFU/L)"
"CD001321_pub7_data","Analysis.name","Symptomatic UTI: culture-verified UTI (< 108 CFU/L)"
"CD001321_pub7_data","Subgroup","Women with recurrent UTIs"
"CD001321_pub7_data","Subgroup","Elderly men and women in institutions"
"CD001321_pub7_data","Subgroup","Pregnant women"
"CD001321_pub7_data","Subgroup","Children"
"CD001321_pub7_data","Subgroup","People with a susceptibility to UTIs due to an intervention"
"CD001321_pub7_data","Subgroup","Adults with neuromuscular dysfunction of the bladder with incomplete bladder emptying"
"CD001321_pub7_data","Subgroup","Women with recurrent UTI"
"CD001321_pub7_data","Subgroup","People with a susceptibility to UTI due to interventions"
"CD001321_pub7_data","Subgroup","Elderly men and women"
"CD001321_pub7_data","Subgroup","Adults with bladder emptying issues or multiple sclerosis"
"CD001321_pub7_data","Subgroup","Elderly"
"CD001321_pub7_data","Subgroup","Adults (men and women) prone to UTI"
"CD001321_pub7_data","Subgroup","Adults with neuropathy or neuropathic bladders"
"CD001321_pub7_data","Subgroup","Adults with neuropathy"
"CD001321_pub7_data","Subgroup","People with a susceptibility to UTI due to an intervention"
"CD001396_pub4_data","Analysis.group","1"
"CD001396_pub4_data","Analysis.group","2"
"CD001396_pub4_data","Analysis.group","3"
"CD001396_pub4_data","Analysis.group","4"
"CD001396_pub4_data","Analysis.name","Self-rated overall premenstrual symptoms"
"CD001396_pub4_data","Analysis.name","Nausea"
"CD001396_pub4_data","Analysis.name","Insomnia or sleep disturbance"
"CD001396_pub4_data","Analysis.name","Sexual dysfunction or decreased libido"
"CD001396_pub4_data","Analysis.name","Fatigue or sedation"
"CD001396_pub4_data","Analysis.name","Dizziness or vertigo"
"CD001396_pub4_data","Analysis.name","Tremor"
"CD001396_pub4_data","Analysis.name","Somnolence/decreased concentration"
"CD001396_pub4_data","Analysis.name","Sweating"
"CD001396_pub4_data","Analysis.name","Dry mouth"
"CD001396_pub4_data","Analysis.name","Asthenia/decreased energy"
"CD001396_pub4_data","Analysis.name","Diarrhoea"
"CD001396_pub4_data","Analysis.name","Constipation"
"CD001396_pub4_data","Analysis.name","Withdrawal due to adverse effects"
"CD001396_pub4_data","Analysis.name","Psychological symptoms"
"CD001396_pub4_data","Analysis.name","Physical symptoms"
"CD001396_pub4_data","Analysis.name","Functional symptoms"
"CD001396_pub4_data","Analysis.name","Irritability"
"CD001396_pub4_data","Analysis.name","Response rates"
"CD001396_pub4_data","Analysis.name","Withdrawal for any reason"
"CD001396_pub4_data","Analysis.name","Self-rated overall premenstrual symptoms, SSRI type"
"CD001396_pub4_data","Analysis.name","Response rate"
"CD001396_pub4_data","Subgroup","Continuous administration"
"CD001396_pub4_data","Subgroup","Luteal administration"
"CD001396_pub4_data","Subgroup","PMS"
"CD001396_pub4_data","Subgroup","PMDD"
"CD001396_pub4_data","Subgroup","Escitalopram"
"CD001396_pub4_data","Subgroup","Fluoxetine"
"CD001396_pub4_data","Subgroup","Paroxetine"
"CD001396_pub4_data","Subgroup","Sertraline"
"CD001431_pub6_data","Analysis.group","1"
"CD001431_pub6_data","Analysis.group","2"
"CD001431_pub6_data","Analysis.group","3"
"CD001431_pub6_data","Analysis.group","4"
"CD001431_pub6_data","Analysis.group","5"
"CD001431_pub6_data","Analysis.group","6"
"CD001431_pub6_data","Analysis.group","7"
"CD001431_pub6_data","Analysis.group","8"
"CD001431_pub6_data","Analysis.group","9"
"CD001431_pub6_data","Analysis.group","10"
"CD001431_pub6_data","Analysis.group","11"
"CD001431_pub6_data","Analysis.group","12"
"CD001431_pub6_data","Analysis.group","13"
"CD001431_pub6_data","Analysis.name","Informed values-choice congruence - all studies"
"CD001431_pub6_data","Analysis.name","Informed values-choice congruence - without studies of high risk of bias"
"CD001431_pub6_data","Analysis.name","Informed values-choice congruence - old vs new studies"
"CD001431_pub6_data","Analysis.name","Informed values-chose congruence - using MMIC"
"CD001431_pub6_data","Analysis.name","Informed values-chose congruence - using non-MMIC measures"
"CD001431_pub6_data","Analysis.name","Knowledge - all studies"
"CD001431_pub6_data","Analysis.name","Knowledge - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Knowledge - old vs new studies"
"CD001431_pub6_data","Analysis.name","Accurate risk perceptions - all studies"
"CD001431_pub6_data","Analysis.name","Accurate risk perceptions - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Accurate risk perceptions - old vs new studies"
"CD001431_pub6_data","Analysis.name","Decisional conflict - uninformed - all studies"
"CD001431_pub6_data","Analysis.name","Decisional conflict - uninformed - without studies having high risk of bias"
"CD001431_pub6_data","Analysis.name","Decisional conflict - uninformed - old vs new studies"
"CD001431_pub6_data","Analysis.name","Decisional conflict - unclear values - all studies"
"CD001431_pub6_data","Analysis.name","Decisional conflict - unclear values - without studies having high risk of bias"
"CD001431_pub6_data","Analysis.name","Unclear values - old vs new studies"
"CD001431_pub6_data","Analysis.name","Participation in decision-making - all studies"
"CD001431_pub6_data","Analysis.name","Participation in decision-making - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Participation in decision-making - clinician-controlled - old vs new studies"
"CD001431_pub6_data","Analysis.name","Participation in decision-making - patient-controlled - old vs new studies"
"CD001431_pub6_data","Analysis.name","Participation in decision-making - shared decision-making - old vs new studies"
"CD001431_pub6_data","Analysis.name","Decision regret - all studies"
"CD001431_pub6_data","Analysis.name","Decision regret - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Decision regret - old vs new studies"
"CD001431_pub6_data","Analysis.name","Proportion undecided - all studies"
"CD001431_pub6_data","Analysis.name","Proportion undecided - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Proportion undecided - old vs new studies"
"CD001431_pub6_data","Analysis.name","Patient-clinician communication - continuous measures (OPTION, CollaboRATE, SDM-Q-9)"
"CD001431_pub6_data","Analysis.name","Discussed topic with provider"
"CD001431_pub6_data","Analysis.name","Patient-clinician communication - continuous measures (OPTION, CollaboRATE, SDM-Q-9) - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Discussed topic with provider - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Satisfaction with the decision-making process - all studies"
"CD001431_pub6_data","Analysis.name","Satisfaction with the decision-making process - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Satisfaction with the decision-making process - old vs new studies"
"CD001431_pub6_data","Analysis.name","Preparation for decision-making - all studies"
"CD001431_pub6_data","Analysis.name","Preparation for decision-making studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Preparation for decision-making - old vs new studies"
"CD001431_pub6_data","Analysis.name","Choice: surgery over conservative option (subgroup by condition)"
"CD001431_pub6_data","Analysis.name","Choice for screening"
"CD001431_pub6_data","Analysis.name","Choice: diabetes medication (uptake of new medication)"
"CD001431_pub6_data","Analysis.name","Choice: surgery over conservative option - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Choice for screening - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Choice: diabetes medication (uptake of new medication) - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Confidence - all studies"
"CD001431_pub6_data","Analysis.name","Confidence - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Confidence - old vs new studies"
"CD001431_pub6_data","Analysis.name","Consultation length - subgroup by timing of intervention (in consultation versus in preparation for consultation)"
"CD001431_pub6_data","Analysis.name","Consultation length - subgroup by timing of intervention - studies without high risk of bias"
"CD001431_pub6_data","Analysis.name","Consultation length - old vs new studies (in consultation)"
"CD001431_pub6_data","Analysis.name","Consultation length - old vs new studies (in preparation for consultation)"
"CD001431_pub6_data","Subgroup","Older studies (2014 and earlier)"
"CD001431_pub6_data","Subgroup","Newer studies (2015-2022)"
"CD001431_pub6_data","Subgroup","Older Studies (2014 and earlier)"
"CD001431_pub6_data","Subgroup","Clinician-controlled decision-making"
"CD001431_pub6_data","Subgroup","Shared decision-making"
"CD001431_pub6_data","Subgroup","Patient-controlled decision-making"
"CD001431_pub6_data","Subgroup","Collaborate"
"CD001431_pub6_data","Subgroup","SDM-Q-9"
"CD001431_pub6_data","Subgroup","OPTION-12"
"CD001431_pub6_data","Subgroup","OPTION-5"
"CD001431_pub6_data","Subgroup","Coronary revascularization"
"CD001431_pub6_data","Subgroup","Breast cancer - mastectomy vs lumpectomy"
"CD001431_pub6_data","Subgroup","Prostate cancer"
"CD001431_pub6_data","Subgroup","Left ventricular assist device (LVAD)"
"CD001431_pub6_data","Subgroup","Breast cancer - reconstruction"
"CD001431_pub6_data","Subgroup","Renal stone treatment"
"CD001431_pub6_data","Subgroup","Joint replacement"
"CD001431_pub6_data","Subgroup","Upper extremity conditions"
"CD001431_pub6_data","Subgroup","Bariatric surgery"
"CD001431_pub6_data","Subgroup","Benign prostatic hyperplasia"
"CD001431_pub6_data","Subgroup","Menorrhagia"
"CD001431_pub6_data","Subgroup","Abdominal aortic aneurysm"
"CD001431_pub6_data","Subgroup","Breast cancer - prophylactic mastectomy"
"CD001431_pub6_data","Subgroup","Breast cancer - surgery vs endocrine therapy"
"CD001431_pub6_data","Subgroup","PSA screening"
"CD001431_pub6_data","Subgroup","Colorectal cancer screening"
"CD001431_pub6_data","Subgroup","Breast cancer genetic testing"
"CD001431_pub6_data","Subgroup","Prenatal diagnostic testing"
"CD001431_pub6_data","Subgroup","Breast cancer screening (mammography)"
"CD001431_pub6_data","Subgroup","Study-specific questionnaire"
"CD001431_pub6_data","Subgroup","Decision Self-efficacy Scale"
"CD001431_pub6_data","Subgroup","Study-specific questionnaire - newer studies (2015-2022)"
"CD001431_pub6_data","Subgroup","Decision Self-efficacy Scale - older studies (2014 and earlier)"
"CD001431_pub6_data","Subgroup","Study-specific questionnaire - older studies (2014 and earlier)"
"CD001431_pub6_data","Subgroup","Decision Self-efficacy Scale - newer studies (2015-2022)"
"CD001431_pub6_data","Subgroup","In preparation for consultation"
"CD001431_pub6_data","Subgroup","In consultation"
"CD001431_pub6_data","Subgroup","Newer studies"
"CD001431_pub6_data","Subgroup","Older studies"
"CD001533_pub7_data","Analysis.group","1"
"CD001533_pub7_data","Analysis.group","2"
"CD001533_pub7_data","Analysis.group","3"
"CD001533_pub7_data","Analysis.group","4"
"CD001533_pub7_data","Analysis.group","5"
"CD001533_pub7_data","Analysis.group","6"
"CD001533_pub7_data","Analysis.group","7"
"CD001533_pub7_data","Analysis.group","8"
"CD001533_pub7_data","Analysis.group","9"
"CD001533_pub7_data","Analysis.group","10"
"CD001533_pub7_data","Analysis.group","11"
"CD001533_pub7_data","Analysis.group","12"
"CD001533_pub7_data","Analysis.group","13"
"CD001533_pub7_data","Analysis.group","14"
"CD001533_pub7_data","Analysis.group","15"
"CD001533_pub7_data","Analysis.group","16"
"CD001533_pub7_data","Analysis.name","Number with frequent relapses by 12 to 24 months"
"CD001533_pub7_data","Analysis.name","Number relapsing by 12 to 24 months"
"CD001533_pub7_data","Analysis.name","Number with frequent relapses by 12 to 24 months: stratified by risk of selection bias"
"CD001533_pub7_data","Analysis.name","Number relapsing by 12 to 24 months: stratified by risk of selection bias"
"CD001533_pub7_data","Analysis.name","Adverse events"
"CD001533_pub7_data","Analysis.name","Number with frequent relapses: stratified by risk of selection bias"
"CD001533_pub7_data","Analysis.name","Number relapsing by 6 to 12 months"
"CD001533_pub7_data","Analysis.name","Number with frequent relapses"
"CD001533_pub7_data","Analysis.name","Number with relapse"
"CD001533_pub7_data","Analysis.name","Relapse at 12 months"
"CD001533_pub7_data","Analysis.name","Number with FRNS"
"CD001533_pub7_data","Analysis.name","Time to remission [days]"
"CD001533_pub7_data","Analysis.name","Number with relapse with infection"
"CD001533_pub7_data","Analysis.name","Number of relapses/patient"
"CD001533_pub7_data","Analysis.name","Number of relapses/patient at 2 years"
"CD001533_pub7_data","Analysis.name","Number with remission"
"CD001533_pub7_data","Analysis.name","Number with relapse by 9 to 12 months"
"CD001533_pub7_data","Analysis.name","Number relapsing during therapy"
"CD001533_pub7_data","Analysis.name","Number with relapses by 9 to 12 months"
"CD001533_pub7_data","Analysis.name","Mean relapse rate/patient/year"
"CD001533_pub7_data","Analysis.name","Relapse by 6 months"
"CD001533_pub7_data","Analysis.name","Mean relapse rate"
"CD001533_pub7_data","Analysis.name","Number of days to remission"
"CD001533_pub7_data","Analysis.name","Number of days to remission according to age group"
"CD001533_pub7_data","Analysis.name","Serious adverse events"
